,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_democrat
44024,2016,Maryland,MD,Cecil,Hillary Clinton,democrat,13650.0,45269,30.15308489253131
44027,2016,Maryland,MD,Charles,Hillary Clinton,democrat,49341.0,78303,63.01291138270564
44030,2016,Maryland,MD,Dorchester,Hillary Clinton,democrat,6245.0,15225,41.01806239737274
44033,2016,Maryland,MD,Frederick,Hillary Clinton,democrat,56522.0,125677,44.97402070386785
44036,2016,Maryland,MD,Garrett,Hillary Clinton,democrat,2567.0,14011,18.321318963671402
44039,2016,Maryland,MD,Harford,Hillary Clinton,democrat,47077.0,133672,35.21829552935544
44042,2016,Maryland,MD,Howard,Hillary Clinton,democrat,102597.0,162193,63.25612079436227
44045,2016,Maryland,MD,Kent,Hillary Clinton,democrat,4575.0,10021,45.65412633469714
44048,2016,Maryland,MD,Montgomery,Hillary Clinton,democrat,357837.0,478873,74.72482265652897
44051,2016,Maryland,MD,Prince George's,Hillary Clinton,democrat,344049.0,390385,88.13069149685568
44054,2016,Maryland,MD,Queen Anne's,Hillary Clinton,democrat,7973.0,26523,30.06070203219847
44057,2016,Maryland,MD,St. Mary's,Hillary Clinton,democrat,17534.0,49842,35.17916616508166
44060,2016,Maryland,MD,Somerset,Hillary Clinton,democrat,4196.0,9900,42.38383838383839
44063,2016,Maryland,MD,Talbot,Hillary Clinton,democrat,8653.0,20553,42.100909842845326
44066,2016,Maryland,MD,Washington,Hillary Clinton,democrat,21129.0,65991,32.01800245488021
44069,2016,Maryland,MD,Wicomico,Hillary Clinton,democrat,18050.0,42547,42.42367264436975
44072,2016,Maryland,MD,Worcester,Hillary Clinton,democrat,9753.0,28273,34.49580872210236
44075,2016,Maryland,MD,Baltimore City,Hillary Clinton,democrat,202673.0,239402,84.6580229070768
44078,2016,Massachusetts,MA,Barnstable,Hillary Clinton,democrat,72430.0,133862,54.1079619309438
44081,2016,Massachusetts,MA,Berkshire,Hillary Clinton,democrat,43714.0,64803,67.45675354536056
44084,2016,Massachusetts,MA,Bristol,Hillary Clinton,democrat,129540.0,248959,52.03266401294992
44087,2016,Massachusetts,MA,Dukes,Hillary Clinton,democrat,8400.0,11502,73.03077725612937
44090,2016,Massachusetts,MA,Essex,Hillary Clinton,democrat,222310.0,379868,58.52296060736888
44093,2016,Massachusetts,MA,Franklin,Hillary Clinton,democrat,24478.0,38177,64.11713859129843
44096,2016,Massachusetts,MA,Hampden,Hillary Clinton,democrat,112590.0,203117,55.43110620972149
44099,2016,Massachusetts,MA,Hampshire,Hillary Clinton,democrat,55367.0,82956,66.74261054052751
44102,2016,Massachusetts,MA,Middlesex,Hillary Clinton,democrat,520360.0,784034,66.36957070739278
44105,2016,Massachusetts,MA,Nantucket,Hillary Clinton,democrat,4146.0,6406,64.7205744614424
44108,2016,Massachusetts,MA,Norfolk,Hillary Clinton,democrat,221819.0,361562,61.35019719992698
44111,2016,Massachusetts,MA,Plymouth,Hillary Clinton,democrat,135513.0,266863,50.77998823366296
44114,2016,Massachusetts,MA,Suffolk,Hillary Clinton,democrat,245751.0,308741,79.59778584638904
44117,2016,Massachusetts,MA,Worcester,Hillary Clinton,democrat,198778.0,383705,51.804902203515724
44120,2016,Michigan,MI,Alcona,Hillary Clinton,democrat,1732.0,6198,27.94449822523395
44123,2016,Michigan,MI,Alger,Hillary Clinton,democrat,1663.0,4518,36.8083222664896
44126,2016,Michigan,MI,Allegan,Hillary Clinton,democrat,18050.0,55786,32.35578819058545
44129,2016,Michigan,MI,Alpena,Hillary Clinton,democrat,4877.0,14698,33.18138522247925
44132,2016,Michigan,MI,Antrim,Hillary Clinton,democrat,4448.0,13582,32.749226917979676
44135,2016,Michigan,MI,Arenac,Hillary Clinton,democrat,2384.0,7696,30.97713097713098
44138,2016,Michigan,MI,Baraga,Hillary Clinton,democrat,1156.0,3490,33.12320916905444
44141,2016,Michigan,MI,Barry,Hillary Clinton,democrat,9114.0,30329,30.050446767120576
44144,2016,Michigan,MI,Bay,Hillary Clinton,democrat,21642.0,52977,40.85169035619231
44147,2016,Michigan,MI,Benzie,Hillary Clinton,democrat,4108.0,10228,40.16425498631209
44150,2016,Michigan,MI,Berrien,Hillary Clinton,democrat,29495.0,72031,40.94764754064222
44153,2016,Michigan,MI,Branch,Hillary Clinton,democrat,5061.0,17663,28.653116684594913
44156,2016,Michigan,MI,Calhoun,Hillary Clinton,democrat,24157.0,58902,41.012189738888324
44159,2016,Michigan,MI,Cass,Hillary Clinton,democrat,7270.0,22595,32.175260013277274
44162,2016,Michigan,MI,Charlevoix,Hillary Clinton,democrat,5137.0,14589,35.211460689560624
44165,2016,Michigan,MI,Cheboygan,Hillary Clinton,democrat,4302.0,13672,31.46576945582212
44168,2016,Michigan,MI,Chippewa,Hillary Clinton,democrat,5379.0,15456,34.80201863354037
44171,2016,Michigan,MI,Clare,Hillary Clinton,democrat,4249.0,13389,31.73500634849503
44174,2016,Michigan,MI,Clinton,Hillary Clinton,democrat,16492.0,40655,40.565736071823885
44177,2016,Michigan,MI,Crawford,Hillary Clinton,democrat,2110.0,6844,30.829924021040327
44180,2016,Michigan,MI,Delta,Hillary Clinton,democrat,6436.0,18492,34.80423967120917
44183,2016,Michigan,MI,Dickinson,Hillary Clinton,democrat,3923.0,13165,29.798708697303454
44186,2016,Michigan,MI,Eaton,Hillary Clinton,democrat,24938.0,56221,44.357090766795324
44189,2016,Michigan,MI,Emmet,Hillary Clinton,democrat,6972.0,18802,37.081161578555474
44192,2016,Michigan,MI,Genesee,Hillary Clinton,democrat,102751.0,196296,52.34492806781596
44195,2016,Michigan,MI,Gladwin,Hillary Clinton,democrat,3794.0,12472,30.420141116100062
44198,2016,Michigan,MI,Gogebic,Hillary Clinton,democrat,2925.0,7329,39.90994678673761
44201,2016,Michigan,MI,Grand Traverse,Hillary Clinton,democrat,20965.0,51589,40.63850820911434
44204,2016,Michigan,MI,Gratiot,Hillary Clinton,democrat,5666.0,16465,34.4123899180079
44207,2016,Michigan,MI,Hillsdale,Hillary Clinton,democrat,4799.0,19940,24.067201604814443
44210,2016,Michigan,MI,Houghton,Hillary Clinton,democrat,6018.0,15624,38.51766513056836
44213,2016,Michigan,MI,Huron,Hillary Clinton,democrat,4579.0,15917,28.767983916567193
44216,2016,Michigan,MI,Ingham,Hillary Clinton,democrat,79110.0,131138,60.32576369930912
44219,2016,Michigan,MI,Ionia,Hillary Clinton,democrat,8352.0,26854,31.101511879049674
44222,2016,Michigan,MI,Iosco,Hillary Clinton,democrat,4345.0,13361,32.52002095651523
44225,2016,Michigan,MI,Iron,Hillary Clinton,democrat,2004.0,5910,33.90862944162436
44228,2016,Michigan,MI,Isabella,Hillary Clinton,democrat,11404.0,25392,44.911783238815374
44231,2016,Michigan,MI,Jackson,Hillary Clinton,democrat,25795.0,69677,37.02082466237066
44234,2016,Michigan,MI,Kalamazoo,Hillary Clinton,democrat,67148.0,126299,53.16589996753736
44237,2016,Michigan,MI,Kalkaska,Hillary Clinton,democrat,2280.0,8833,25.812294803577494
44240,2016,Michigan,MI,Kent,Hillary Clinton,democrat,138683.0,308184,45.00006489629572
44243,2016,Michigan,MI,Keweenaw,Hillary Clinton,democrat,527.0,1434,36.750348675034864
44246,2016,Michigan,MI,Lake,Hillary Clinton,democrat,1939.0,5328,36.39264264264264
44249,2016,Michigan,MI,Lapeer,Hillary Clinton,democrat,12734.0,45183,28.183166235088418
44252,2016,Michigan,MI,Leelanau,Hillary Clinton,democrat,6774.0,14757,45.9036389510063
44255,2016,Michigan,MI,Lenawee,Hillary Clinton,democrat,16750.0,45939,36.46139445786804
44258,2016,Michigan,MI,Livingston,Hillary Clinton,democrat,34384.0,105866,32.47879394706516
44261,2016,Michigan,MI,Luce,Hillary Clinton,democrat,681.0,2579,26.40558355951919
44264,2016,Michigan,MI,Mackinac,Hillary Clinton,democrat,2085.0,6097,34.19714613744465
44267,2016,Michigan,MI,Macomb,Hillary Clinton,democrat,176317.0,419312,42.04911855611096
44270,2016,Michigan,MI,Manistee,Hillary Clinton,democrat,4979.0,12599,39.519009445194065
44273,2016,Michigan,MI,Marquette,Hillary Clinton,democrat,16042.0,32976,48.647501213003395
44276,2016,Michigan,MI,Mason,Hillary Clinton,democrat,5281.0,14685,35.961865849506296
44279,2016,Michigan,MI,Mecosta,Hillary Clinton,democrat,5827.0,17168,33.9410531220876
44282,2016,Michigan,MI,Menominee,Hillary Clinton,democrat,3539.0,10768,32.86589895988113
44285,2016,Michigan,MI,Midland,Hillary Clinton,democrat,15635.0,42506,36.78304239401496
44288,2016,Michigan,MI,Missaukee,Hillary Clinton,democrat,1565.0,7317,21.38854721880552
44291,2016,Michigan,MI,Monroe,Hillary Clinton,democrat,26863.0,74218,36.19472365194427
44294,2016,Michigan,MI,Montcalm,Hillary Clinton,democrat,7874.0,26609,29.591491600586266
44297,2016,Michigan,MI,Montmorency,Hillary Clinton,democrat,1287.0,5009,25.693751247754044
44300,2016,Michigan,MI,Muskegon,Hillary Clinton,democrat,37304.0,78088,47.77174469828911
44303,2016,Michigan,MI,Newaygo,Hillary Clinton,democrat,6212.0,22640,27.438162544169607
44306,2016,Michigan,MI,Oakland,Hillary Clinton,democrat,343070.0,664614,51.61943624419588
44309,2016,Michigan,MI,Oceana,Hillary Clinton,democrat,3973.0,11930,33.30259849119866
44312,2016,Michigan,MI,Ogemaw,Hillary Clinton,democrat,3030.0,10387,29.171079233657455
44315,2016,Michigan,MI,Ontonagon,Hillary Clinton,democrat,1176.0,3426,34.32574430823117
44318,2016,Michigan,MI,Osceola,Hillary Clinton,democrat,2705.0,10609,25.497219342068057
44321,2016,Michigan,MI,Oscoda,Hillary Clinton,democrat,1044.0,4073,25.6322121286521
44324,2016,Michigan,MI,Otsego,Hillary Clinton,democrat,3556.0,12538,28.361780188227787
44327,2016,Michigan,MI,Ottawa,Hillary Clinton,democrat,44973.0,142734,31.508260120223632
44330,2016,Michigan,MI,Presque Isle,Hillary Clinton,democrat,2400.0,7218,33.25020781379884
44333,2016,Michigan,MI,Roscommon,Hillary Clinton,democrat,4287.0,13041,32.87324591672417
44336,2016,Michigan,MI,Saginaw,Hillary Clinton,democrat,44396.0,94320,47.06955046649703
44339,2016,Michigan,MI,St. Clair,Hillary Clinton,democrat,24553.0,78003,31.47699447457149
44342,2016,Michigan,MI,St. Joseph,Hillary Clinton,democrat,7526.0,23757,31.679084059435112
44345,2016,Michigan,MI,Sanilac,Hillary Clinton,democrat,4873.0,19249,25.31560081043171
44348,2016,Michigan,MI,Schoolcraft,Hillary Clinton,democrat,1369.0,4154,32.956186807896
44351,2016,Michigan,MI,Shiawassee,Hillary Clinton,democrat,12546.0,34111,36.77992436457448
44354,2016,Michigan,MI,Tuscola,Hillary Clinton,democrat,7429.0,25796,28.799038610637307
44357,2016,Michigan,MI,Van Buren,Hillary Clinton,democrat,13258.0,33274,39.84492396465709
44360,2016,Michigan,MI,Washtenaw,Hillary Clinton,democrat,128483.0,188578,68.13254992629044
44363,2016,Michigan,MI,Wayne,Hillary Clinton,democrat,519444.0,777838,66.78048642519393
44366,2016,Michigan,MI,Wexford,Hillary Clinton,democrat,4436.0,15298,28.997254543077528
44369,2016,Minnesota,MN,Aitkin,Hillary Clinton,democrat,3134.0,9231,33.95081789621926
44372,2016,Minnesota,MN,Anoka,Hillary Clinton,democrat,75500.0,185758,40.64427911583889
44375,2016,Minnesota,MN,Becker,Hillary Clinton,democrat,5208.0,17222,30.240390198583206
44378,2016,Minnesota,MN,Beltrami,Hillary Clinton,democrat,8688.0,21564,40.28937117417919
44381,2016,Minnesota,MN,Benton,Hillary Clinton,democrat,5640.0,20058,28.118456476218967
44384,2016,Minnesota,MN,Big Stone,Hillary Clinton,democrat,921.0,2755,33.43012704174229
44387,2016,Minnesota,MN,Blue Earth,Hillary Clinton,democrat,14428.0,33593,42.94942398714018
44390,2016,Minnesota,MN,Brown,Hillary Clinton,democrat,3763.0,13779,27.309674141810003
44393,2016,Minnesota,MN,Carlton,Hillary Clinton,democrat,8460.0,18211,46.4554390203723
44396,2016,Minnesota,MN,Carver,Hillary Clinton,democrat,21508.0,55696,38.616776788279225
44399,2016,Minnesota,MN,Cass,Hillary Clinton,democrat,4949.0,15999,30.933183323957746
44402,2016,Minnesota,MN,Chippewa,Hillary Clinton,democrat,1978.0,6222,31.790421086467376
44405,2016,Minnesota,MN,Chisago,Hillary Clinton,democrat,9278.0,30228,30.693396850602088
44408,2016,Minnesota,MN,Clay,Hillary Clinton,democrat,12971.0,29398,44.12204911898769
44411,2016,Minnesota,MN,Clearwater,Hillary Clinton,democrat,1100.0,4245,25.91283863368669
44414,2016,Minnesota,MN,Cook,Hillary Clinton,democrat,1912.0,3395,56.318114874815905
44417,2016,Minnesota,MN,Cottonwood,Hillary Clinton,democrat,1678.0,5721,29.33053661947212
44420,2016,Minnesota,MN,Crow Wing,Hillary Clinton,democrat,10982.0,35842,30.640031248256232
44423,2016,Minnesota,MN,Dakota,Hillary Clinton,democrat,110483.0,231440,47.737210508123056
44426,2016,Minnesota,MN,Dodge,Hillary Clinton,democrat,3102.0,10654,29.11582504223766
44429,2016,Minnesota,MN,Douglas,Hillary Clinton,democrat,6227.0,21785,28.58388799632775
44432,2016,Minnesota,MN,Faribault,Hillary Clinton,democrat,2153.0,7412,29.047490555855372
44435,2016,Minnesota,MN,Fillmore,Hillary Clinton,democrat,3872.0,11055,35.02487562189055
44438,2016,Minnesota,MN,Freeborn,Hillary Clinton,democrat,6041.0,16051,37.6362843436546
44441,2016,Minnesota,MN,Goodhue,Hillary Clinton,democrat,9446.0,25717,36.73056732900416
44444,2016,Minnesota,MN,Grant,Hillary Clinton,democrat,1105.0,3473,31.81687302044342
44447,2016,Minnesota,MN,Hennepin,Hillary Clinton,democrat,429288.0,679977,63.13272360682788
44450,2016,Minnesota,MN,Houston,Hillary Clinton,democrat,4145.0,10604,39.08902301018484
44453,2016,Minnesota,MN,Hubbard,Hillary Clinton,democrat,3423.0,11505,29.752281616688396
44456,2016,Minnesota,MN,Isanti,Hillary Clinton,democrat,5657.0,21016,26.917586600685194
44459,2016,Minnesota,MN,Itasca,Hillary Clinton,democrat,9015.0,23880,37.75125628140704
44462,2016,Minnesota,MN,Jackson,Hillary Clinton,democrat,1492.0,5484,27.206418672501826
44465,2016,Minnesota,MN,Kanabec,Hillary Clinton,democrat,2327.0,8177,28.45786963434022
44468,2016,Minnesota,MN,Kandiyohi,Hillary Clinton,democrat,7266.0,21772,33.37313981260334
44471,2016,Minnesota,MN,Kittson,Hillary Clinton,democrat,823.0,2385,34.50733752620545
44474,2016,Minnesota,MN,Koochiching,Hillary Clinton,democrat,2306.0,6363,36.24076693383624
44477,2016,Minnesota,MN,Lac Qui Parle,Hillary Clinton,democrat,1305.0,3860,33.80829015544041
44480,2016,Minnesota,MN,Lake,Hillary Clinton,democrat,3077.0,6521,47.18601441496703
44483,2016,Minnesota,MN,Lake of the Woods,Hillary Clinton,democrat,553.0,2242,24.665477252453165
44486,2016,Minnesota,MN,Le Sueur,Hillary Clinton,democrat,4623.0,14971,30.879700754792598
44489,2016,Minnesota,MN,Lincoln,Hillary Clinton,democrat,860.0,3019,28.486253726399468
44492,2016,Minnesota,MN,Lyon,Hillary Clinton,democrat,3825.0,12215,31.313958248055666
44495,2016,Minnesota,MN,McLeod,Hillary Clinton,democrat,4978.0,18807,26.468867974690273
44498,2016,Minnesota,MN,Mahnomen,Hillary Clinton,democrat,930.0,2088,44.54022988505747
44501,2016,Minnesota,MN,Marshall,Hillary Clinton,democrat,1225.0,4817,25.430766036952463
44504,2016,Minnesota,MN,Martin,Hillary Clinton,democrat,2733.0,10531,25.951951381635176
44507,2016,Minnesota,MN,Meeker,Hillary Clinton,democrat,3191.0,12282,25.98111056831135
44510,2016,Minnesota,MN,Mille Lacs,Hillary Clinton,democrat,3710.0,13017,28.501190750556965
44513,2016,Minnesota,MN,Morrison,Hillary Clinton,democrat,3637.0,17614,20.64834790507551
44516,2016,Minnesota,MN,Mower,Hillary Clinton,democrat,7437.0,17715,41.98137171888231
44519,2016,Minnesota,MN,Murray,Hillary Clinton,democrat,1295.0,4668,27.742073693230505
44522,2016,Minnesota,MN,Nicollet,Hillary Clinton,democrat,7886.0,18097,43.576283361883185
44525,2016,Minnesota,MN,Nobles,Hillary Clinton,democrat,2733.0,8632,31.66126042632067
44528,2016,Minnesota,MN,Norman,Hillary Clinton,democrat,1264.0,3261,38.76111622201779
44531,2016,Minnesota,MN,Olmsted,Hillary Clinton,democrat,36268.0,80129,45.26201500081119
44534,2016,Minnesota,MN,Otter Tail,Hillary Clinton,democrat,9340.0,32500,28.73846153846154
44537,2016,Minnesota,MN,Pennington,Hillary Clinton,democrat,2147.0,6715,31.97319434102755
44540,2016,Minnesota,MN,Pine,Hillary Clinton,democrat,4580.0,13811,33.161972340887694
44543,2016,Minnesota,MN,Pipestone,Hillary Clinton,democrat,1127.0,4808,23.44009983361065
44546,2016,Minnesota,MN,Polk,Hillary Clinton,democrat,4712.0,14796,31.846444985131118
44549,2016,Minnesota,MN,Pope,Hillary Clinton,democrat,2106.0,6319,33.32805823706283
44552,2016,Minnesota,MN,Ramsey,Hillary Clinton,democrat,177738.0,273143,65.07140948148039
44555,2016,Minnesota,MN,Red Lake,Hillary Clinton,democrat,540.0,1881,28.708133971291865
44558,2016,Minnesota,MN,Redwood,Hillary Clinton,democrat,1887.0,7611,24.793062672447775
44561,2016,Minnesota,MN,Renville,Hillary Clinton,democrat,2117.0,7606,27.83328950828293
44564,2016,Minnesota,MN,Rice,Hillary Clinton,democrat,14437.0,32443,44.499583885583945
44567,2016,Minnesota,MN,Rock,Hillary Clinton,democrat,1373.0,4839,28.373630915478405
44570,2016,Minnesota,MN,Roseau,Hillary Clinton,democrat,1856.0,7804,23.78267555099949
44573,2016,Minnesota,MN,Saint Louis,Hillary Clinton,democrat,57771.0,112422,51.387628755937456
44576,2016,Minnesota,MN,Scott,Hillary Clinton,democrat,28502.0,75029,37.987977981847024
44579,2016,Minnesota,MN,Sherburne,Hillary Clinton,democrat,13293.0,48283,27.531429281527657
44582,2016,Minnesota,MN,Sibley,Hillary Clinton,democrat,1954.0,7774,25.13506560329303
44585,2016,Minnesota,MN,Stearns,Hillary Clinton,democrat,25576.0,79592,32.13388280229169
44588,2016,Minnesota,MN,Steele,Hillary Clinton,democrat,6241.0,19179,32.54079983315084
44591,2016,Minnesota,MN,Stevens,Hillary Clinton,democrat,2116.0,5398,39.19970359392367
44594,2016,Minnesota,MN,Swift,Hillary Clinton,democrat,1686.0,4994,33.76051261513817
44597,2016,Minnesota,MN,Todd,Hillary Clinton,democrat,2783.0,11993,23.20520303510381
44600,2016,Minnesota,MN,Traverse,Hillary Clinton,democrat,630.0,1798,35.03893214682981
44603,2016,Minnesota,MN,Wabasha,Hillary Clinton,democrat,3866.0,11832,32.67410412440838
44606,2016,Minnesota,MN,Wadena,Hillary Clinton,democrat,1684.0,6934,24.286126334006344
44609,2016,Minnesota,MN,Waseca,Hillary Clinton,democrat,2838.0,9653,29.400186470527295
44612,2016,Minnesota,MN,Washington,Hillary Clinton,democrat,67086.0,144235,46.511595659860646
44615,2016,Minnesota,MN,Watonwan,Hillary Clinton,democrat,1814.0,4998,36.29451780712285
44618,2016,Minnesota,MN,Wilkin,Hillary Clinton,democrat,893.0,3302,27.044215626892793
44621,2016,Minnesota,MN,Winona,Hillary Clinton,democrat,11366.0,26074,43.59131702078699
44624,2016,Minnesota,MN,Wright,Hillary Clinton,democrat,20334.0,69618,29.20796345772645
44627,2016,Minnesota,MN,Yellow Medicine,Hillary Clinton,democrat,1524.0,5276,28.885519332827904
44630,2016,Mississippi,MS,Adams,Hillary Clinton,democrat,7757.0,13836,56.06389129806303
44633,2016,Mississippi,MS,Alcorn,Hillary Clinton,democrat,2684.0,14783,18.155989988500306
44636,2016,Mississippi,MS,Amite,Hillary Clinton,democrat,2697.0,7050,38.25531914893617
44639,2016,Mississippi,MS,Attala,Hillary Clinton,democrat,3242.0,8256,39.268410852713174
44642,2016,Mississippi,MS,Benton,Hillary Clinton,democrat,1719.0,4013,42.835783702965365
44645,2016,Mississippi,MS,Bolivar,Hillary Clinton,democrat,9046.0,13824,65.43692129629629
44648,2016,Mississippi,MS,Calhoun,Hillary Clinton,democrat,1910.0,6396,29.862414008755472
44651,2016,Mississippi,MS,Carroll,Hillary Clinton,democrat,1680.0,5528,30.390738060781473
44654,2016,Mississippi,MS,Chickasaw,Hillary Clinton,democrat,3649.0,7890,46.248415716096325
44657,2016,Mississippi,MS,Choctaw,Hillary Clinton,democrat,1218.0,4065,29.96309963099631
44660,2016,Mississippi,MS,Claiborne,Hillary Clinton,democrat,3708.0,4272,86.79775280898876
44663,2016,Mississippi,MS,Clarke,Hillary Clinton,democrat,2585.0,7791,33.17930945963291
44666,2016,Mississippi,MS,Clay,Hillary Clinton,democrat,5722.0,10003,57.20283914825552
44669,2016,Mississippi,MS,Coahoma,Hillary Clinton,democrat,6378.0,8912,71.56642728904848
44672,2016,Mississippi,MS,Copiah,Hillary Clinton,democrat,6741.0,12982,51.92574333692805
44675,2016,Mississippi,MS,Covington,Hillary Clinton,democrat,3276.0,8811,37.18079673135853
44678,2016,Mississippi,MS,DeSoto,Hillary Clinton,democrat,20591.0,65695,31.343329020473398
44681,2016,Mississippi,MS,Forrest,Hillary Clinton,democrat,11716.0,28064,41.747434435575826
44684,2016,Mississippi,MS,Franklin,Hillary Clinton,democrat,1502.0,4290,35.011655011655016
44687,2016,Mississippi,MS,George,Hillary Clinton,democrat,1027.0,9891,10.383176625214842
44690,2016,Mississippi,MS,Greene,Hillary Clinton,democrat,974.0,5369,18.14118085304526
44693,2016,Mississippi,MS,Grenada,Hillary Clinton,democrat,4424.0,10513,42.08123275944069
44696,2016,Mississippi,MS,Hancock,Hillary Clinton,democrat,3344.0,17637,18.960140613483016
44699,2016,Mississippi,MS,Harrison,Hillary Clinton,democrat,21169.0,63313,33.43547138818252
44702,2016,Mississippi,MS,Hinds,Hillary Clinton,democrat,67594.0,94681,71.39130342941033
