,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_democrat
47795,2016,Tennessee,TN,Giles,Hillary Clinton,democrat,2917.0,11137,26.19197270360061
47798,2016,Tennessee,TN,Grainger,Hillary Clinton,democrat,1154.0,8008,14.410589410589411
47801,2016,Tennessee,TN,Greene,Hillary Clinton,democrat,4216.0,23583,17.877284484586355
47804,2016,Tennessee,TN,Grundy,Hillary Clinton,democrat,999.0,4763,20.974175939533907
47807,2016,Tennessee,TN,Hamblen,Hillary Clinton,democrat,4075.0,20692,19.693601391842257
47810,2016,Tennessee,TN,Hamilton,Hillary Clinton,democrat,55316.0,142408,38.84332340879726
47813,2016,Tennessee,TN,Hancock,Hillary Clinton,democrat,322.0,2231,14.432989690721648
47816,2016,Tennessee,TN,Hardeman,Hillary Clinton,democrat,4185.0,9273,45.13102555807182
47819,2016,Tennessee,TN,Hardin,Hillary Clinton,democrat,1622.0,9949,16.303146044828626
47822,2016,Tennessee,TN,Hawkins,Hillary Clinton,democrat,3507.0,20774,16.88167902185424
47825,2016,Tennessee,TN,Haywood,Hillary Clinton,democrat,3711.0,6834,54.302019315188765
47828,2016,Tennessee,TN,Henderson,Hillary Clinton,democrat,1800.0,10217,17.617695996867965
47831,2016,Tennessee,TN,Henry,Hillary Clinton,democrat,3063.0,12945,23.661645422943224
47834,2016,Tennessee,TN,Hickman,Hillary Clinton,democrat,1824.0,7813,23.34570587482401
47837,2016,Tennessee,TN,Houston,Hillary Clinton,democrat,866.0,3168,27.335858585858585
47840,2016,Tennessee,TN,Humphreys,Hillary Clinton,democrat,1967.0,7153,27.49895148888578
47843,2016,Tennessee,TN,Jackson,Hillary Clinton,democrat,1129.0,4466,25.27989252127183
47846,2016,Tennessee,TN,Jefferson,Hillary Clinton,democrat,3494.0,19072,18.32005033557047
47849,2016,Tennessee,TN,Johnson,Hillary Clinton,democrat,988.0,6579,15.017479860161117
47852,2016,Tennessee,TN,Knox,Hillary Clinton,democrat,62878.0,180697,34.797478652108225
47855,2016,Tennessee,TN,Lake,Hillary Clinton,democrat,577.0,1970,29.289340101522843
47858,2016,Tennessee,TN,Lauderdale,Hillary Clinton,democrat,3056.0,8087,37.78904414492395
47861,2016,Tennessee,TN,Lawrence,Hillary Clinton,democrat,2821.0,15666,18.007149240393208
47864,2016,Tennessee,TN,Lewis,Hillary Clinton,democrat,890.0,4622,19.255733448723497
47867,2016,Tennessee,TN,Lincoln,Hillary Clinton,democrat,2554.0,13348,19.13395265208271
47870,2016,Tennessee,TN,Loudon,Hillary Clinton,democrat,4919.0,23391,21.029455773588133
47873,2016,Tennessee,TN,McMinn,Hillary Clinton,democrat,3510.0,18755,18.71500933084511
47876,2016,Tennessee,TN,McNairy,Hillary Clinton,democrat,1848.0,10038,18.410041841004183
47879,2016,Tennessee,TN,Macon,Hillary Clinton,democrat,1072.0,7504,14.285714285714285
47882,2016,Tennessee,TN,Madison,Hillary Clinton,democrat,15448.0,38120,40.524658971668416
47885,2016,Tennessee,TN,Marion,Hillary Clinton,democrat,2832.0,10862,26.072546492358683
47888,2016,Tennessee,TN,Marshall,Hillary Clinton,democrat,2852.0,11455,24.897424705368834
47891,2016,Tennessee,TN,Maury,Hillary Clinton,democrat,10038.0,35369,28.38078543357177
47894,2016,Tennessee,TN,Meigs,Hillary Clinton,democrat,856.0,4320,19.814814814814817
47897,2016,Tennessee,TN,Monroe,Hillary Clinton,democrat,3186.0,17093,18.63920903293746
47900,2016,Tennessee,TN,Montgomery,Hillary Clinton,democrat,21699.0,57620,37.65879902811523
47903,2016,Tennessee,TN,Moore,Hillary Clinton,democrat,496.0,2926,16.95146958304853
47906,2016,Tennessee,TN,Morgan,Hillary Clinton,democrat,1054.0,6705,15.719612229679344
47909,2016,Tennessee,TN,Obion,Hillary Clinton,democrat,2426.0,12249,19.805698424361175
47912,2016,Tennessee,TN,Overton,Hillary Clinton,democrat,1945.0,8229,23.635921740187143
47915,2016,Tennessee,TN,Perry,Hillary Clinton,democrat,597.0,2855,20.91068301225919
47918,2016,Tennessee,TN,Pickett,Hillary Clinton,democrat,536.0,2615,20.497131931166347
47921,2016,Tennessee,TN,Polk,Hillary Clinton,democrat,1252.0,6520,19.20245398773006
47924,2016,Tennessee,TN,Putnam,Hillary Clinton,democrat,6851.0,27212,25.176392767896516
47927,2016,Tennessee,TN,Rhea,Hillary Clinton,democrat,1942.0,11062,17.555595733140482
47930,2016,Tennessee,TN,Roane,Hillary Clinton,democrat,4837.0,21669,22.32221145415109
47933,2016,Tennessee,TN,Robertson,Hillary Clinton,democrat,6637.0,27113,24.479032198576327
47936,2016,Tennessee,TN,Rutherford,Hillary Clinton,democrat,36706.0,107436,34.16545664395547
47939,2016,Tennessee,TN,Scott,Hillary Clinton,democrat,934.0,7123,13.112452618278816
47942,2016,Tennessee,TN,Sequatchie,Hillary Clinton,democrat,1053.0,5694,18.493150684931507
47945,2016,Tennessee,TN,Sevier,Hillary Clinton,democrat,6297.0,36312,17.34137475214805
47948,2016,Tennessee,TN,Shelby,Hillary Clinton,democrat,208992.0,337383,61.94502983256418
47951,2016,Tennessee,TN,Smith,Hillary Clinton,democrat,1689.0,7436,22.71382463690156
47954,2016,Tennessee,TN,Stewart,Hillary Clinton,democrat,1222.0,5299,23.060954897150406
47957,2016,Tennessee,TN,Sullivan,Hillary Clinton,democrat,12578.0,62278,20.196538103343077
47960,2016,Tennessee,TN,Sumner,Hillary Clinton,democrat,18161.0,71505,25.398223900426544
47963,2016,Tennessee,TN,Tipton,Hillary Clinton,democrat,5785.0,23481,24.63694050508922
47966,2016,Tennessee,TN,Trousdale,Hillary Clinton,democrat,946.0,3160,29.93670886075949
47969,2016,Tennessee,TN,Unicoi,Hillary Clinton,democrat,1262.0,7195,17.53995830437804
47972,2016,Tennessee,TN,Union,Hillary Clinton,democrat,1012.0,6247,16.199775892428367
47975,2016,Tennessee,TN,Van Buren,Hillary Clinton,democrat,539.0,2419,22.28193468375362
47978,2016,Tennessee,TN,Warren,Hillary Clinton,democrat,3535.0,13612,25.969732588892153
47981,2016,Tennessee,TN,Washington,Hillary Clinton,democrat,13024.0,49750,26.178894472361808
47984,2016,Tennessee,TN,Wayne,Hillary Clinton,democrat,717.0,5857,12.241761994194981
47987,2016,Tennessee,TN,Weakley,Hillary Clinton,democrat,2772.0,12184,22.751149047931712
47990,2016,Tennessee,TN,White,Hillary Clinton,democrat,1845.0,9825,18.778625954198475
47993,2016,Tennessee,TN,Williamson,Hillary Clinton,democrat,31013.0,106271,29.182937960497217
47996,2016,Tennessee,TN,Wilson,Hillary Clinton,democrat,14385.0,56734,25.355166214263054
47999,2016,Texas,TX,Anderson,Hillary Clinton,democrat,3369.0,16977,19.844495493903516
48002,2016,Texas,TX,Andrews,Hillary Clinton,democrat,836.0,4943,16.912805988266236
48005,2016,Texas,TX,Angelina,Hillary Clinton,democrat,7538.0,29911,25.201430911704726
48008,2016,Texas,TX,Aransas,Hillary Clinton,democrat,2465.0,10512,23.44939117199391
48011,2016,Texas,TX,Archer,Hillary Clinton,democrat,394.0,4283,9.199159467662852
48014,2016,Texas,TX,Armstrong,Hillary Clinton,democrat,70.0,1021,6.8560235063663075
48017,2016,Texas,TX,Atascosa,Hillary Clinton,democrat,4651.0,13673,34.01594383090763
48020,2016,Texas,TX,Austin,Hillary Clinton,democrat,2320.0,12274,18.90174352289392
48023,2016,Texas,TX,Bailey,Hillary Clinton,democrat,397.0,1793,22.14166201896263
48026,2016,Texas,TX,Bandera,Hillary Clinton,democrat,1726.0,10218,16.89175963985124
48029,2016,Texas,TX,Bastrop,Hillary Clinton,democrat,10569.0,28454,37.1441625079075
48032,2016,Texas,TX,Baylor,Hillary Clinton,democrat,191.0,1499,12.741827885256837
48035,2016,Texas,TX,Bee,Hillary Clinton,democrat,3444.0,8485,40.58927519151443
48038,2016,Texas,TX,Bell,Hillary Clinton,democrat,37801.0,94994,39.79303956039329
48041,2016,Texas,TX,Bexar,Hillary Clinton,democrat,319550.0,589645,54.19362497774084
48044,2016,Texas,TX,Blanco,Hillary Clinton,democrat,1244.0,5685,21.882145998240983
48047,2016,Texas,TX,Borden,Hillary Clinton,democrat,31.0,365,8.493150684931507
48050,2016,Texas,TX,Bosque,Hillary Clinton,democrat,1278.0,7838,16.305179892829806
48053,2016,Texas,TX,Bowie,Hillary Clinton,democrat,8838.0,34602,25.54187619212762
48056,2016,Texas,TX,Brazoria,Hillary Clinton,democrat,43200.0,121181,35.64915292001221
48059,2016,Texas,TX,Brazos,Hillary Clinton,democrat,23121.0,67211,34.40061894630343
48062,2016,Texas,TX,Brewster,Hillary Clinton,democrat,1873.0,4252,44.04985888993414
48065,2016,Texas,TX,Briscoe,Hillary Clinton,democrat,91.0,736,12.364130434782608
48068,2016,Texas,TX,Brooks,Hillary Clinton,democrat,1937.0,2596,74.61479198767334
48071,2016,Texas,TX,Brown,Hillary Clinton,democrat,1621.0,14026,11.557108227577356
48074,2016,Texas,TX,Burleson,Hillary Clinton,democrat,1491.0,6960,21.42241379310345
48077,2016,Texas,TX,Burnet,Hillary Clinton,democrat,3797.0,19204,19.77192251614247
48080,2016,Texas,TX,Caldwell,Hillary Clinton,democrat,4795.0,12092,39.65431690373801
48083,2016,Texas,TX,Calhoun,Hillary Clinton,democrat,2118.0,6965,30.409188801148602
48086,2016,Texas,TX,Callahan,Hillary Clinton,democrat,569.0,5579,10.198960387166158
48089,2016,Texas,TX,Cameron,Hillary Clinton,democrat,59402.0,92079,64.51199513461266
48092,2016,Texas,TX,Camp,Hillary Clinton,democrat,1260.0,4542,27.741083223249667
48095,2016,Texas,TX,Carson,Hillary Clinton,democrat,249.0,2964,8.400809716599191
48098,2016,Texas,TX,Cass,Hillary Clinton,democrat,2391.0,12344,19.369734283862606
48101,2016,Texas,TX,Castro,Hillary Clinton,democrat,526.0,1997,26.339509263895845
48104,2016,Texas,TX,Chambers,Hillary Clinton,democrat,2948.0,16786,17.562254259501966
48107,2016,Texas,TX,Cherokee,Hillary Clinton,democrat,3469.0,16790,20.661107802263253
48110,2016,Texas,TX,Childress,Hillary Clinton,democrat,253.0,2084,12.140115163147792
48113,2016,Texas,TX,Clay,Hillary Clinton,democrat,536.0,5018,10.681546432841769
48116,2016,Texas,TX,Cochran,Hillary Clinton,democrat,190.0,901,21.08768035516093
48119,2016,Texas,TX,Coke,Hillary Clinton,democrat,140.0,1423,9.838369641602249
48122,2016,Texas,TX,Coleman,Hillary Clinton,democrat,388.0,3643,10.65056272303047
48125,2016,Texas,TX,Collin,Hillary Clinton,democrat,140624.0,361419,38.90885647959847
48128,2016,Texas,TX,Collingsworth,Hillary Clinton,democrat,145.0,1156,12.54325259515571
48131,2016,Texas,TX,Colorado,Hillary Clinton,democrat,1987.0,8513,23.340772935510394
48134,2016,Texas,TX,Comal,Hillary Clinton,democrat,14238.0,62178,22.89877448615266
48137,2016,Texas,TX,Comanche,Hillary Clinton,democrat,789.0,5237,15.065877410731336
48140,2016,Texas,TX,Concho,Hillary Clinton,democrat,148.0,1068,13.857677902621724
48143,2016,Texas,TX,Cooke,Hillary Clinton,democrat,2352.0,15955,14.741460357254779
48146,2016,Texas,TX,Coryell,Hillary Clinton,democrat,5064.0,18253,27.74338464909878
48149,2016,Texas,TX,Cottle,Hillary Clinton,democrat,92.0,612,15.032679738562091
48152,2016,Texas,TX,Crane,Hillary Clinton,democrat,299.0,1384,21.604046242774565
48155,2016,Texas,TX,Crockett,Hillary Clinton,democrat,372.0,1395,26.666666666666668
48158,2016,Texas,TX,Crosby,Hillary Clinton,democrat,468.0,1728,27.083333333333332
48161,2016,Texas,TX,Culberson,Hillary Clinton,democrat,454.0,767,59.19165580182529
48164,2016,Texas,TX,Dallam,Hillary Clinton,democrat,222.0,1544,14.378238341968913
48167,2016,Texas,TX,Dallas,Hillary Clinton,democrat,461080.0,758973,60.7505141816639
48170,2016,Texas,TX,Dawson,Hillary Clinton,democrat,835.0,3563,23.43530732528768
48173,2016,Texas,TX,Deaf Smith,Hillary Clinton,democrat,1185.0,4216,28.107210626185957
48176,2016,Texas,TX,Delta,Hillary Clinton,democrat,400.0,2281,17.536168347216133
48179,2016,Texas,TX,Denton,Hillary Clinton,democrat,110890.0,298645,37.13104187245727
48182,2016,Texas,TX,Dewitt,Hillary Clinton,democrat,1163.0,6844,16.992986557568674
48185,2016,Texas,TX,Dickens,Hillary Clinton,democrat,128.0,909,14.08140814081408
48188,2016,Texas,TX,Dimmit,Hillary Clinton,democrat,2173.0,3225,67.37984496124031
48191,2016,Texas,TX,Donley,Hillary Clinton,democrat,191.0,1465,13.037542662116042
48194,2016,Texas,TX,Duval,Hillary Clinton,democrat,2783.0,4168,66.77063339731286
48197,2016,Texas,TX,Eastland,Hillary Clinton,democrat,776.0,6963,11.144621571161856
48200,2016,Texas,TX,Ector,Hillary Clinton,democrat,10249.0,36530,28.05639200656994
48203,2016,Texas,TX,Edwards,Hillary Clinton,democrat,303.0,1073,28.238583410997204
48206,2016,Texas,TX,Ellis,Hillary Clinton,democrat,16253.0,63673,25.52573304226281
48209,2016,Texas,TX,El Paso,Hillary Clinton,democrat,147843.0,214008,69.08293147919704
48212,2016,Texas,TX,Erath,Hillary Clinton,democrat,2160.0,13893,15.547397970200821
48215,2016,Texas,TX,Falls,Hillary Clinton,democrat,1684.0,5248,32.08841463414634
48218,2016,Texas,TX,Fannin,Hillary Clinton,democrat,2132.0,12044,17.701760212553967
48221,2016,Texas,TX,Fayette,Hillary Clinton,democrat,2144.0,11174,19.187399319849654
48224,2016,Texas,TX,Fisher,Hillary Clinton,democrat,403.0,1729,23.308270676691727
48227,2016,Texas,TX,Floyd,Hillary Clinton,democrat,435.0,1959,22.2052067381317
48230,2016,Texas,TX,Foard,Hillary Clinton,democrat,113.0,513,22.027290448343077
48233,2016,Texas,TX,Fort Bend,Hillary Clinton,democrat,134686.0,262066,51.39392366808361
48236,2016,Texas,TX,Franklin,Hillary Clinton,democrat,665.0,4380,15.182648401826485
48239,2016,Texas,TX,Freestone,Hillary Clinton,democrat,1471.0,7684,19.143675169182718
48242,2016,Texas,TX,Frio,Hillary Clinton,democrat,2444.0,4400,55.54545454545454
48245,2016,Texas,TX,Gaines,Hillary Clinton,democrat,597.0,4620,12.922077922077921
48248,2016,Texas,TX,Galveston,Hillary Clinton,democrat,43658.0,122903,35.52232248195731
48251,2016,Texas,TX,Garza,Hillary Clinton,democrat,230.0,1484,15.498652291105122
48254,2016,Texas,TX,Gillespie,Hillary Clinton,democrat,2288.0,13214,17.314968972302104
48257,2016,Texas,TX,Glasscock,Hillary Clinton,democrat,34.0,604,5.629139072847682
48260,2016,Texas,TX,Goliad,Hillary Clinton,democrat,973.0,3708,26.240560949298814
48263,2016,Texas,TX,Gonzales,Hillary Clinton,democrat,1571.0,6334,24.802652352383962
48266,2016,Texas,TX,Gray,Hillary Clinton,democrat,701.0,7405,9.466576637407158
48269,2016,Texas,TX,Grayson,Hillary Clinton,democrat,10301.0,47416,21.724734266914123
48272,2016,Texas,TX,Gregg,Hillary Clinton,democrat,11677.0,41749,27.969532204364178
48275,2016,Texas,TX,Grimes,Hillary Clinton,democrat,2194.0,9533,23.014790726948494
48278,2016,Texas,TX,Guadalupe,Hillary Clinton,democrat,18391.0,57822,31.806232921725297
48281,2016,Texas,TX,Hale,Hillary Clinton,democrat,2101.0,8858,23.71867238654324
48284,2016,Texas,TX,Hall,Hillary Clinton,democrat,164.0,1091,15.032080659945004
48287,2016,Texas,TX,Hamilton,Hillary Clinton,democrat,479.0,3620,13.232044198895027
48290,2016,Texas,TX,Hansford,Hillary Clinton,democrat,171.0,1947,8.782742681047766
48293,2016,Texas,TX,Hardeman,Hillary Clinton,democrat,249.0,1513,16.457369464639786
48296,2016,Texas,TX,Hardin,Hillary Clinton,democrat,2780.0,22780,12.203687445127304
48299,2016,Texas,TX,Harris,Hillary Clinton,democrat,707914.0,1312112,53.95225407587157
48302,2016,Texas,TX,Harrison,Hillary Clinton,democrat,7151.0,26548,26.936115714931447
48305,2016,Texas,TX,Hartley,Hillary Clinton,democrat,173.0,1952,8.862704918032787
48308,2016,Texas,TX,Haskell,Hillary Clinton,democrat,314.0,1770,17.740112994350284
48311,2016,Texas,TX,Hays,Hillary Clinton,democrat,33224.0,72164,46.03957652014855
48314,2016,Texas,TX,Hemphill,Hillary Clinton,democrat,181.0,1695,10.678466076696164
48317,2016,Texas,TX,Henderson,Hillary Clinton,democrat,5669.0,30045,18.868364120485936
48320,2016,Texas,TX,Hidalgo,Hillary Clinton,democrat,118809.0,173437,68.50268397170154
48323,2016,Texas,TX,Hill,Hillary Clinton,democrat,2547.0,12970,19.63762528912876
48326,2016,Texas,TX,Hockley,Hillary Clinton,democrat,1260.0,7311,17.23430447271235
48329,2016,Texas,TX,Hood,Hillary Clinton,democrat,4008.0,26262,15.261594699565913
48332,2016,Texas,TX,Hopkins,Hillary Clinton,democrat,2510.0,13538,18.540404786526814
48335,2016,Texas,TX,Houston,Hillary Clinton,democrat,1978.0,8353,23.680114928768106
48338,2016,Texas,TX,Howard,Hillary Clinton,democrat,1770.0,8723,20.291184225610458
48341,2016,Texas,TX,Hudspeth,Hillary Clinton,democrat,324.0,871,37.198622273249136
48344,2016,Texas,TX,Hunt,Hillary Clinton,democrat,6396.0,31554,20.270013310515306
48347,2016,Texas,TX,Hutchinson,Hillary Clinton,democrat,854.0,8155,10.472103004291846
48350,2016,Texas,TX,Irion,Hillary Clinton,democrat,90.0,766,11.74934725848564
48353,2016,Texas,TX,Jack,Hillary Clinton,democrat,314.0,3350,9.373134328358208
48356,2016,Texas,TX,Jackson,Hillary Clinton,democrat,904.0,5302,17.050169747265183
48359,2016,Texas,TX,Jasper,Hillary Clinton,democrat,2590.0,13419,19.300991131977046
48362,2016,Texas,TX,Jeff Davis,Hillary Clinton,democrat,422.0,1191,35.43240973971453
48365,2016,Texas,TX,Jefferson,Hillary Clinton,democrat,42443.0,87618,48.44095962016937
48368,2016,Texas,TX,Jim Hogg,Hillary Clinton,democrat,1635.0,2119,77.15903728173666
48371,2016,Texas,TX,Jim Wells,Hillary Clinton,democrat,6694.0,12379,54.07545035947976
48374,2016,Texas,TX,Johnson,Hillary Clinton,democrat,10988.0,57606,19.074401972016805
48377,2016,Texas,TX,Jones,Hillary Clinton,democrat,936.0,5960,15.704697986577182
48380,2016,Texas,TX,Karnes,Hillary Clinton,democrat,1145.0,4198,27.274892806098144
48383,2016,Texas,TX,Kaufman,Hillary Clinton,democrat,10278.0,41265,24.90730643402399
48386,2016,Texas,TX,Kendall,Hillary Clinton,democrat,3643.0,20120,18.106361829025843
48389,2016,Texas,TX,Kenedy,Hillary Clinton,democrat,99.0,186,53.2258064516129
48392,2016,Texas,TX,Kent,Hillary Clinton,democrat,59.0,434,13.594470046082948
48395,2016,Texas,TX,Kerr,Hillary Clinton,democrat,4681.0,23297,20.092715800317638
48398,2016,Texas,TX,Kimble,Hillary Clinton,democrat,206.0,1952,10.55327868852459
48401,2016,Texas,TX,King,Hillary Clinton,democrat,5.0,159,3.1446540880503147
48404,2016,Texas,TX,Kinney,Hillary Clinton,democrat,458.0,1430,32.02797202797203
48407,2016,Texas,TX,Kleberg,Hillary Clinton,democrat,4716.0,9512,49.579478553406226
48410,2016,Texas,TX,Knox,Hillary Clinton,democrat,247.0,1367,18.06876371616679
48413,2016,Texas,TX,Lamar,Hillary Clinton,democrat,3583.0,18611,19.252055236150664
48416,2016,Texas,TX,Lamb,Hillary Clinton,democrat,771.0,3995,19.299123904881103
48419,2016,Texas,TX,Lampasas,Hillary Clinton,democrat,1483.0,8205,18.074344911639244
48422,2016,Texas,TX,La Salle,Hillary Clinton,democrat,1129.0,2059,54.83244293346284
48425,2016,Texas,TX,Lavaca,Hillary Clinton,democrat,1170.0,8661,13.508832698302736
48428,2016,Texas,TX,Lee,Hillary Clinton,democrat,1372.0,6535,20.994644223412394
48431,2016,Texas,TX,Leon,Hillary Clinton,democrat,909.0,7439,12.21938432585025
48434,2016,Texas,TX,Liberty,Hillary Clinton,democrat,4862.0,24267,20.0354390736391
48437,2016,Texas,TX,Limestone,Hillary Clinton,democrat,1778.0,7739,22.97454451479519
48440,2016,Texas,TX,Lipscomb,Hillary Clinton,democrat,135.0,1332,10.135135135135135
48443,2016,Texas,TX,Live Oak,Hillary Clinton,democrat,742.0,4302,17.24779172477917
48446,2016,Texas,TX,Llano,Hillary Clinton,democrat,1825.0,10447,17.469129893749404
48449,2016,Texas,TX,Loving,Hillary Clinton,democrat,4.0,65,6.153846153846154
48452,2016,Texas,TX,Lubbock,Hillary Clinton,democrat,28023.0,99013,28.30234413662852
48455,2016,Texas,TX,Lynn,Hillary Clinton,democrat,403.0,2009,20.059731209556993
48458,2016,Texas,TX,McCulloch,Hillary Clinton,democrat,482.0,3103,15.533354817918143
48461,2016,Texas,TX,McLennan,Hillary Clinton,democrat,27063.0,79075,34.22447043945621
48464,2016,Texas,TX,McMullen,Hillary Clinton,democrat,40.0,499,8.016032064128256
48467,2016,Texas,TX,Madison,Hillary Clinton,democrat,881.0,4289,20.54091862905106
48470,2016,Texas,TX,Marion,Hillary Clinton,democrat,1165.0,4238,27.48938178386031
48473,2016,Texas,TX,Martin,Hillary Clinton,democrat,266.0,1762,15.096481271282633
48476,2016,Texas,TX,Mason,Hillary Clinton,democrat,354.0,2057,17.209528439474965
48479,2016,Texas,TX,Matagorda,Hillary Clinton,democrat,3500.0,12196,28.697933748770087
48482,2016,Texas,TX,Maverick,Hillary Clinton,democrat,10397.0,13588,76.51604356785398
48485,2016,Texas,TX,Medina,Hillary Clinton,democrat,4634.0,17246,26.8699988403108
48488,2016,Texas,TX,Menard,Hillary Clinton,democrat,154.0,864,17.824074074074073
48491,2016,Texas,TX,Midland,Hillary Clinton,democrat,10025.0,49212,20.371047711940175
48494,2016,Texas,TX,Milam,Hillary Clinton,democrat,2051.0,8664,23.672668513388732
48497,2016,Texas,TX,Mills,Hillary Clinton,democrat,243.0,2245,10.824053452115812
48500,2016,Texas,TX,Mitchell,Hillary Clinton,democrat,354.0,2196,16.120218579234972
48503,2016,Texas,TX,Montague,Hillary Clinton,democrat,885.0,8604,10.285913528591353
48506,2016,Texas,TX,Montgomery,Hillary Clinton,democrat,45835.0,204632,22.398745064310567
48509,2016,Texas,TX,Moore,Hillary Clinton,democrat,1098.0,5284,20.779712339137017
48512,2016,Texas,TX,Morris,Hillary Clinton,democrat,1425.0,4973,28.65473557208928
48515,2016,Texas,TX,Motley,Hillary Clinton,democrat,40.0,615,6.504065040650407
48518,2016,Texas,TX,Nacogdoches,Hillary Clinton,democrat,6846.0,22622,30.26257625320484
48521,2016,Texas,TX,Navarro,Hillary Clinton,democrat,4002.0,16433,24.353435160956614
48524,2016,Texas,TX,Newton,Hillary Clinton,democrat,1156.0,5534,20.889049512106975
48527,2016,Texas,TX,Nolan,Hillary Clinton,democrat,1029.0,4857,21.18591723285979
48530,2016,Texas,TX,Nueces,Hillary Clinton,democrat,49198.0,104405,47.12226425937455
48533,2016,Texas,TX,Ochiltree,Hillary Clinton,democrat,274.0,3002,9.127248500999334
48536,2016,Texas,TX,Oldham,Hillary Clinton,democrat,78.0,948,8.227848101265822
48539,2016,Texas,TX,Orange,Hillary Clinton,democrat,5735.0,32000,17.921875
48542,2016,Texas,TX,Palo Pinto,Hillary Clinton,democrat,1708.0,10270,16.630963972736122
48545,2016,Texas,TX,Panola,Hillary Clinton,democrat,1835.0,10416,17.617127496159753
48548,2016,Texas,TX,Parker,Hillary Clinton,democrat,8344.0,56817,14.685745463505642
48551,2016,Texas,TX,Parmer,Hillary Clinton,democrat,485.0,2466,19.667477696674776
48554,2016,Texas,TX,Pecos,Hillary Clinton,democrat,1554.0,4185,37.132616487455195
48557,2016,Texas,TX,Polk,Hillary Clinton,democrat,4187.0,19852,21.09107394720935
48560,2016,Texas,TX,Potter,Hillary Clinton,democrat,7657.0,28651,26.725070678161323
48563,2016,Texas,TX,Presidio,Hillary Clinton,democrat,1458.0,2208,66.03260869565217
48566,2016,Texas,TX,Rains,Hillary Clinton,democrat,628.0,4701,13.358859817060202
48569,2016,Texas,TX,Randall,Hillary Clinton,democrat,8367.0,54305,15.407421047785656
48572,2016,Texas,TX,Reagan,Hillary Clinton,democrat,167.0,904,18.47345132743363
48575,2016,Texas,TX,Real,Hillary Clinton,democrat,262.0,1681,15.585960737656157
48578,2016,Texas,TX,Red River,Hillary Clinton,democrat,1149.0,5161,22.263127300910675
48581,2016,Texas,TX,Reeves,Hillary Clinton,democrat,1659.0,3184,52.10427135678392
48584,2016,Texas,TX,Refugio,Hillary Clinton,democrat,1034.0,2948,35.07462686567165
48587,2016,Texas,TX,Roberts,Hillary Clinton,democrat,20.0,554,3.6101083032490973
48590,2016,Texas,TX,Robertson,Hillary Clinton,democrat,2203.0,7035,31.31485429992893
48593,2016,Texas,TX,Rockwall,Hillary Clinton,democrat,9655.0,39948,24.16891959547412
48596,2016,Texas,TX,Runnels,Hillary Clinton,democrat,453.0,3782,11.97778952934955
48599,2016,Texas,TX,Rusk,Hillary Clinton,democrat,3935.0,18994,20.717068547962512
48602,2016,Texas,TX,Sabine,Hillary Clinton,democrat,614.0,4651,13.201462051171792
48605,2016,Texas,TX,San Augustine,Hillary Clinton,democrat,910.0,3569,25.497338189969177
48608,2016,Texas,TX,San Jacinto,Hillary Clinton,democrat,2038.0,10343,19.704147732766124
48611,2016,Texas,TX,San Patricio,Hillary Clinton,democrat,7871.0,21656,36.345585519024745
48614,2016,Texas,TX,San Saba,Hillary Clinton,democrat,293.0,2357,12.431056427662282
48617,2016,Texas,TX,Schleicher,Hillary Clinton,democrat,208.0,1059,19.64117091595845
48620,2016,Texas,TX,Scurry,Hillary Clinton,democrat,733.0,5289,13.858952543013803
48623,2016,Texas,TX,Shackelford,Hillary Clinton,democrat,103.0,1504,6.848404255319148
48626,2016,Texas,TX,Shelby,Hillary Clinton,democrat,1758.0,9086,19.348448162007482
48629,2016,Texas,TX,Sherman,Hillary Clinton,democrat,96.0,935,10.267379679144385
48632,2016,Texas,TX,Smith,Hillary Clinton,democrat,22300.0,84768,26.307097017742542
48635,2016,Texas,TX,Somervell,Hillary Clinton,democrat,541.0,3897,13.882473697716192
48638,2016,Texas,TX,Starr,Hillary Clinton,democrat,9289.0,11740,79.12265758091993
48641,2016,Texas,TX,Stephens,Hillary Clinton,democrat,348.0,3461,10.054897428488877
48644,2016,Texas,TX,Sterling,Hillary Clinton,democrat,70.0,633,11.058451816745656
48647,2016,Texas,TX,Stonewall,Hillary Clinton,democrat,135.0,701,19.258202567760343
48650,2016,Texas,TX,Sutton,Hillary Clinton,democrat,313.0,1416,22.1045197740113
48653,2016,Texas,TX,Swisher,Hillary Clinton,democrat,462.0,2204,20.961887477313976
48656,2016,Texas,TX,Tarrant,Hillary Clinton,democrat,288392.0,668514,43.1392611074712
48659,2016,Texas,TX,Taylor,Hillary Clinton,democrat,10085.0,45759,22.039380231211346
48662,2016,Texas,TX,Terrell,Hillary Clinton,democrat,140.0,438,31.963470319634702
48665,2016,Texas,TX,Terry,Hillary Clinton,democrat,753.0,3355,22.444113263785397
48668,2016,Texas,TX,Throckmorton,Hillary Clinton,democrat,84.0,808,10.396039603960396
48671,2016,Texas,TX,Titus,Hillary Clinton,democrat,2597.0,9419,27.571929079520118
48674,2016,Texas,TX,Tom Green,Hillary Clinton,democrat,9173.0,38479,23.838977104394605
48677,2016,Texas,TX,Travis,Hillary Clinton,democrat,308260.0,468720,65.7663423792456
48680,2016,Texas,TX,Trinity,Hillary Clinton,democrat,1154.0,5985,19.281537176274018
48683,2016,Texas,TX,Tyler,Hillary Clinton,democrat,1248.0,8016,15.568862275449103
