,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_republican
45903,2016,New Mexico,NM,Torrance,Donald Trump,republican,3714.0,6324,58.72865275142315
45906,2016,New Mexico,NM,Union,Donald Trump,republican,1216.0,1702,71.44535840188014
45909,2016,New Mexico,NM,Valencia,Donald Trump,republican,13215.0,27592,47.89431719338939
45912,2016,Missouri,MO,Kansas City,Donald Trump,republican,24654.0,128601,19.170924020808545
45915,2016,New York,NY,Albany,Donald Trump,republican,47810.0,139830,34.19151827218766
45918,2016,New York,NY,Allegany,Donald Trump,republican,12525.0,18692,67.00727583993152
45921,2016,New York,NY,Bronx,Donald Trump,republican,37797.0,399522,9.460555363659573
45924,2016,New York,NY,Broome,Donald Trump,republican,40943.0,86072,47.568314899154196
45927,2016,New York,NY,Cattaraugus,Donald Trump,republican,19692.0,31161,63.19437758736882
45930,2016,New York,NY,Cayuga,Donald Trump,republican,17384.0,33172,52.40564331363801
45933,2016,New York,NY,Chautauqua,Donald Trump,republican,31594.0,54234,58.2549692075082
45936,2016,New York,NY,Chemung,Donald Trump,republican,20097.0,36119,55.64107533431159
45939,2016,New York,NY,Chenango,Donald Trump,republican,11921.0,20160,59.13194444444444
45942,2016,New York,NY,Clinton,Donald Trump,republican,14449.0,32105,45.005450864351346
45945,2016,New York,NY,Columbia,Donald Trump,republican,13756.0,30902,44.514918128276484
45948,2016,New York,NY,Cortland,Donald Trump,republican,9900.0,20244,48.90337877889745
45951,2016,New York,NY,Delaware,Donald Trump,republican,11942.0,19792,60.33751010509296
45954,2016,New York,NY,Dutchess,Donald Trump,republican,61797.0,130934,47.19706111476011
45957,2016,New York,NY,Erie,Donald Trump,republican,188303.0,423625,44.45039834759516
45960,2016,New York,NY,Essex,Donald Trump,republican,7958.0,17218,46.21907306307353
45963,2016,New York,NY,Franklin,Donald Trump,republican,8221.0,16952,48.49575271354413
45966,2016,New York,NY,Fulton,Donald Trump,republican,13462.0,21214,63.458093711699824
45969,2016,New York,NY,Genesee,Donald Trump,republican,16915.0,26432,63.99440072639225
45972,2016,New York,NY,Greene,Donald Trump,republican,13073.0,22050,59.28798185941043
45975,2016,New York,NY,Hamilton,Donald Trump,republican,2064.0,3225,64.0
45978,2016,New York,NY,Herkimer,Donald Trump,republican,16699.0,26255,63.60312321462579
45981,2016,New York,NY,Jefferson,Donald Trump,republican,21763.0,38236,56.9175645988074
45984,2016,New York,NY,Kings,Donald Trump,republican,141044.0,805605,17.5078357259451
45987,2016,New York,NY,Lewis,Donald Trump,republican,7400.0,11325,65.34216335540839
45990,2016,New York,NY,Livingston,Donald Trump,republican,17290.0,30031,57.57384036495621
45993,2016,New York,NY,Madison,Donald Trump,republican,15936.0,30064,53.00691857370941
45996,2016,New York,NY,Monroe,Donald Trump,republican,136582.0,347790,39.27139940768855
45999,2016,New York,NY,Montgomery,Donald Trump,republican,11301.0,19054,59.310381022357504
46002,2016,New York,NY,Nassau,Donald Trump,republican,288313.0,636967,45.26341239028081
46005,2016,New York,NY,New York,Donald Trump,republican,64929.0,668939,9.70626619168564
46008,2016,New York,NY,Niagara,Donald Trump,republican,51961.0,92402,56.23363130668167
46011,2016,New York,NY,Oneida,Donald Trump,republican,51437.0,91009,56.51858607390478
46014,2016,New York,NY,Onondaga,Donald Trump,republican,83649.0,208440,40.13097294185377
46017,2016,New York,NY,Ontario,Donald Trump,republican,26029.0,52258,49.80864173906387
46020,2016,New York,NY,Orange,Donald Trump,republican,76645.0,152021,50.417376546661316
46023,2016,New York,NY,Orleans,Donald Trump,republican,10936.0,16380,66.76434676434675
46026,2016,New York,NY,Oswego,Donald Trump,republican,27688.0,48180,57.46782897467829
46029,2016,New York,NY,Otsego,Donald Trump,republican,13308.0,25668,51.84665731650304
46032,2016,New York,NY,Putnam,Donald Trump,republican,27024.0,48563,55.64730350266663
46035,2016,New York,NY,Queens,Donald Trump,republican,149341.0,686393,21.757360579143437
46038,2016,New York,NY,Rensselaer,Donald Trump,republican,33726.0,71562,47.12836421564518
46041,2016,New York,NY,Richmond,Donald Trump,republican,101437.0,180960,56.05492926613616
46044,2016,New York,NY,Rockland,Donald Trump,republican,60911.0,135087,45.090201129642374
46047,2016,New York,NY,St. Lawrence,Donald Trump,republican,19942.0,39158,50.927013637060114
46050,2016,New York,NY,Saratoga,Donald Trump,republican,54575.0,114094,47.833365470576894
46053,2016,New York,NY,Schenectady,Donald Trump,republican,28953.0,67280,43.03359096313912
46056,2016,New York,NY,Schoharie,Donald Trump,republican,8831.0,14050,62.85409252669039
46059,2016,New York,NY,Schuyler,Donald Trump,republican,5050.0,8772,57.56953944368445
46062,2016,New York,NY,Seneca,Donald Trump,republican,7236.0,13980,51.75965665236052
46065,2016,New York,NY,Steuben,Donald Trump,republican,26831.0,42002,63.88029141469453
46068,2016,New York,NY,Suffolk,Donald Trump,republican,350570.0,681254,51.45951436615418
46071,2016,New York,NY,Sullivan,Donald Trump,republican,15931.0,29955,53.18310799532632
46074,2016,New York,NY,Tioga,Donald Trump,republican,13260.0,22299,59.46454997981972
46077,2016,New York,NY,Tompkins,Donald Trump,republican,10371.0,42678,24.300576409391255
46080,2016,New York,NY,Ulster,Donald Trump,republican,34006.0,81355,41.7995206195071
46083,2016,New York,NY,Warren,Donald Trump,republican,15751.0,31408,50.14964340295466
46086,2016,New York,NY,Washington,Donald Trump,republican,13610.0,24528,55.487606001304634
46089,2016,New York,NY,Wayne,Donald Trump,republican,23380.0,39687,58.91097840602716
46092,2016,New York,NY,Westchester,Donald Trump,republican,131238.0,420655,31.19848807217316
46095,2016,New York,NY,Wyoming,Donald Trump,republican,12442.0,17298,71.92739044976297
46098,2016,New York,NY,Yates,Donald Trump,republican,5660.0,10066,56.22888933041923
46101,2016,North Carolina,NC,Alamance,Donald Trump,republican,38815.0,71157,54.54839299014854
46104,2016,North Carolina,NC,Alexander,Donald Trump,republican,13893.0,18271,76.03853100541842
46107,2016,North Carolina,NC,Alleghany,Donald Trump,republican,3814.0,5315,71.75917215428034
46110,2016,North Carolina,NC,Anson,Donald Trump,republican,4506.0,10545,42.73115220483641
46113,2016,North Carolina,NC,Ashe,Donald Trump,republican,9412.0,13424,70.11323003575686
46116,2016,North Carolina,NC,Avery,Donald Trump,republican,6298.0,8249,76.34864832100861
46119,2016,North Carolina,NC,Beaufort,Donald Trump,republican,14543.0,23938,60.7527780098588
46122,2016,North Carolina,NC,Bertie,Donald Trump,republican,3456.0,9347,36.9744302984915
46125,2016,North Carolina,NC,Bladen,Donald Trump,republican,8550.0,15897,53.783732779769764
46128,2016,North Carolina,NC,Brunswick,Donald Trump,republican,42720.0,68351,62.50091439774107
46131,2016,North Carolina,NC,Buncombe,Donald Trump,republican,55716.0,138947,40.09874268606015
46134,2016,North Carolina,NC,Burke,Donald Trump,republican,26238.0,38920,67.41521068859198
46137,2016,North Carolina,NC,Cabarrus,Donald Trump,republican,53819.0,93289,57.690617328945535
46140,2016,North Carolina,NC,Caldwell,Donald Trump,republican,26621.0,36320,73.29570484581498
46143,2016,North Carolina,NC,Camden,Donald Trump,republican,3546.0,5006,70.83499800239711
46146,2016,North Carolina,NC,Carteret,Donald Trump,republican,26569.0,37781,70.32370768375638
46149,2016,North Carolina,NC,Caswell,Donald Trump,republican,6026.0,11070,54.43541102077687
46152,2016,North Carolina,NC,Catawba,Donald Trump,republican,48324.0,72351,66.79106024795787
46155,2016,North Carolina,NC,Chatham,Donald Trump,republican,17105.0,39849,42.92454013902482
46158,2016,North Carolina,NC,Cherokee,Donald Trump,republican,10844.0,14181,76.4685142091531
46161,2016,North Carolina,NC,Chowan,Donald Trump,republican,4014.0,7228,55.534034311012725
46164,2016,North Carolina,NC,Clay,Donald Trump,republican,4437.0,6010,73.82695507487522
46167,2016,North Carolina,NC,Cleveland,Donald Trump,republican,28479.0,44673,63.749916056678536
46170,2016,North Carolina,NC,Columbus,Donald Trump,republican,14272.0,23732,60.13821001179842
46173,2016,North Carolina,NC,Craven,Donald Trump,republican,27731.0,47001,59.000872321865494
46176,2016,North Carolina,NC,Cumberland,Donald Trump,republican,51265.0,127506,40.205951092497614
46179,2016,North Carolina,NC,Currituck,Donald Trump,republican,9163.0,12669,72.32615044597048
46182,2016,North Carolina,NC,Dare,Donald Trump,republican,11460.0,19609,58.44255188943852
46185,2016,North Carolina,NC,Davidson,Donald Trump,republican,54317.0,74856,72.56198567917068
46188,2016,North Carolina,NC,Davie,Donald Trump,republican,15602.0,21756,71.71355028497885
46191,2016,North Carolina,NC,Duplin,Donald Trump,republican,12217.0,20856,58.57786728039892
46194,2016,North Carolina,NC,Durham,Donald Trump,republican,28350.0,156134,18.157480113236065
46197,2016,North Carolina,NC,Edgecombe,Donald Trump,republican,8261.0,24886,33.19537089126416
46200,2016,North Carolina,NC,Forsyth,Donald Trump,republican,75975.0,178312,42.60790075822155
46203,2016,North Carolina,NC,Franklin,Donald Trump,republican,16368.0,30368,53.89884088514225
46206,2016,North Carolina,NC,Gaston,Donald Trump,republican,61798.0,96431,64.0852008171646
46209,2016,North Carolina,NC,Gates,Donald Trump,republican,2874.0,5392,53.30118694362018
46212,2016,North Carolina,NC,Graham,Donald Trump,republican,3283.0,4168,78.76679462571977
46215,2016,North Carolina,NC,Granville,Donald Trump,republican,13591.0,27353,49.687420027053705
46218,2016,North Carolina,NC,Greene,Donald Trump,republican,4374.0,8095,54.03335392217418
46221,2016,North Carolina,NC,Guilford,Donald Trump,republican,98062.0,257405,38.09638507410501
46224,2016,North Carolina,NC,Halifax,Donald Trump,republican,9031.0,25167,35.88429292327254
46227,2016,North Carolina,NC,Harnett,Donald Trump,republican,27614.0,46065,59.945728861391515
46230,2016,North Carolina,NC,Haywood,Donald Trump,republican,18929.0,30727,61.60380121717056
46233,2016,North Carolina,NC,Henderson,Donald Trump,republican,35809.0,58176,61.55287403740374
46236,2016,North Carolina,NC,Hertford,Donald Trump,republican,3099.0,10186,30.424111525623402
46239,2016,North Carolina,NC,Hoke,Donald Trump,republican,7760.0,18230,42.567196928140426
46242,2016,North Carolina,NC,Hyde,Donald Trump,republican,1288.0,2304,55.90277777777778
46245,2016,North Carolina,NC,Iredell,Donald Trump,republican,54754.0,82567,66.31462933133092
46248,2016,North Carolina,NC,Jackson,Donald Trump,republican,9870.0,18713,52.744081654464814
46251,2016,North Carolina,NC,Johnston,Donald Trump,republican,54372.0,85909,63.290225703942546
46254,2016,North Carolina,NC,Jones,Donald Trump,republican,2974.0,5135,57.916260954235646
46257,2016,North Carolina,NC,Lee,Donald Trump,republican,13712.0,25084,54.66432785839579
46260,2016,North Carolina,NC,Lenoir,Donald Trump,republican,13613.0,26807,50.78151229156563
46263,2016,North Carolina,NC,Lincoln,Donald Trump,republican,28806.0,40023,71.97361517127652
46266,2016,North Carolina,NC,McDowell,Donald Trump,republican,14568.0,19875,73.29811320754716
46269,2016,North Carolina,NC,Macon,Donald Trump,republican,12127.0,17734,68.38276756512913
46272,2016,North Carolina,NC,Madison,Donald Trump,republican,6783.0,11269,60.19167628006035
46275,2016,North Carolina,NC,Martin,Donald Trump,republican,5897.0,11964,49.289535272484116
46278,2016,North Carolina,NC,Mecklenburg,Donald Trump,republican,155518.0,472857,32.889012957405726
46281,2016,North Carolina,NC,Mitchell,Donald Trump,republican,6282.0,8096,77.59387351778656
46284,2016,North Carolina,NC,Montgomery,Donald Trump,republican,7130.0,11540,61.78509532062392
46287,2016,North Carolina,NC,Moore,Donald Trump,republican,30490.0,48692,62.6180892138339
46290,2016,North Carolina,NC,Nash,Donald Trump,republican,23319.0,47665,48.92268960453163
46293,2016,North Carolina,NC,New Hanover,Donald Trump,republican,55344.0,111905,49.456235199499574
46296,2016,North Carolina,NC,Northampton,Donald Trump,republican,3582.0,9848,36.37286758732738
46299,2016,North Carolina,NC,Onslow,Donald Trump,republican,37122.0,57135,64.97243370963508
46302,2016,North Carolina,NC,Orange,Donald Trump,republican,18557.0,82340,22.537041535098375
46305,2016,North Carolina,NC,Pamlico,Donald Trump,republican,4258.0,6870,61.97962154294032
46308,2016,North Carolina,NC,Pasquotank,Donald Trump,republican,8180.0,17391,47.03582312690472
46311,2016,North Carolina,NC,Pender,Donald Trump,republican,17639.0,27885,63.25623094853864
46314,2016,North Carolina,NC,Perquimans,Donald Trump,republican,4177.0,6708,62.26893261776982
46317,2016,North Carolina,NC,Person,Donald Trump,republican,11185.0,19615,57.02268671934744
46320,2016,North Carolina,NC,Pitt,Donald Trump,republican,35691.0,80527,44.3217802724552
46323,2016,North Carolina,NC,Polk,Donald Trump,republican,6768.0,10934,61.89866471556612
46326,2016,North Carolina,NC,Randolph,Donald Trump,republican,49430.0,64575,76.54665118079753
46329,2016,North Carolina,NC,Richmond,Donald Trump,republican,10383.0,19328,53.71999172185431
46332,2016,North Carolina,NC,Robeson,Donald Trump,republican,20762.0,40858,50.81501786675804
46335,2016,North Carolina,NC,Rockingham,Donald Trump,republican,26830.0,42278,63.460901650976865
46338,2016,North Carolina,NC,Rowan,Donald Trump,republican,42810.0,64369,66.50716960027341
46341,2016,North Carolina,NC,Rutherford,Donald Trump,republican,21871.0,30307,72.16484640512093
46344,2016,North Carolina,NC,Sampson,Donald Trump,republican,14838.0,25928,57.2277074976859
46347,2016,North Carolina,NC,Scotland,Donald Trump,republican,6256.0,13928,44.916714531878235
46350,2016,North Carolina,NC,Stanly,Donald Trump,republican,21964.0,29917,73.41645218437678
46353,2016,North Carolina,NC,Stokes,Donald Trump,republican,17116.0,22550,75.90243902439025
46356,2016,North Carolina,NC,Surry,Donald Trump,republican,23671.0,32196,73.52155547272953
46359,2016,North Carolina,NC,Swain,Donald Trump,republican,3565.0,6124,58.21358589157414
46362,2016,North Carolina,NC,Transylvania,Donald Trump,republican,10520.0,17869,58.87290838882981
46365,2016,North Carolina,NC,Tyrrell,Donald Trump,republican,975.0,1739,56.06670500287522
46368,2016,North Carolina,NC,Union,Donald Trump,republican,66707.0,105710,63.10377447734368
46371,2016,North Carolina,NC,Vance,Donald Trump,republican,7332.0,19977,36.70220753866947
46374,2016,North Carolina,NC,Wake,Donald Trump,republican,196082.0,527624,37.16320713235183
46377,2016,North Carolina,NC,Warren,Donald Trump,republican,3214.0,9842,32.65596423491161
46380,2016,North Carolina,NC,Washington,Donald Trump,republican,2564.0,6165,41.58961881589619
46383,2016,North Carolina,NC,Watauga,Donald Trump,republican,13697.0,29985,45.6795064198766
46386,2016,North Carolina,NC,Wayne,Donald Trump,republican,27540.0,50689,54.331314486377714
46389,2016,North Carolina,NC,Wilkes,Donald Trump,republican,23752.0,31296,75.89468302658486
46392,2016,North Carolina,NC,Wilson,Donald Trump,republican,17531.0,38135,45.97089288055592
46395,2016,North Carolina,NC,Yadkin,Donald Trump,republican,13880.0,17624,78.7562414888788
46398,2016,North Carolina,NC,Yancey,Donald Trump,republican,6385.0,9960,64.10642570281124
46401,2016,North Dakota,ND,Adams,Donald Trump,republican,909.0,1218,74.63054187192118
46404,2016,North Dakota,ND,Barnes,Donald Trump,republican,3160.0,5344,59.13173652694611
46407,2016,North Dakota,ND,Benson,Donald Trump,republican,929.0,2011,46.19592242665341
46410,2016,North Dakota,ND,Billings,Donald Trump,republican,495.0,605,81.81818181818183
46413,2016,North Dakota,ND,Bottineau,Donald Trump,republican,2494.0,3494,71.37950772753291
46416,2016,North Dakota,ND,Bowman,Donald Trump,republican,1446.0,1787,80.91773922775602
46419,2016,North Dakota,ND,Burke,Donald Trump,republican,895.0,1052,85.07604562737643
46422,2016,North Dakota,ND,Burleigh,Donald Trump,republican,32532.0,47979,67.80466454073657
46425,2016,North Dakota,ND,Cass,Donald Trump,republican,39816.0,80821,49.264423850236945
46428,2016,North Dakota,ND,Cavalier,Donald Trump,republican,1357.0,2006,67.64705882352942
46431,2016,North Dakota,ND,Dickey,Donald Trump,republican,1667.0,2407,69.2563356875779
46434,2016,North Dakota,ND,Divide,Donald Trump,republican,867.0,1219,71.12387202625102
46437,2016,North Dakota,ND,Dunn,Donald Trump,republican,1771.0,2243,78.95675434685688
46440,2016,North Dakota,ND,Eddy,Donald Trump,republican,791.0,1231,64.25670186839967
46443,2016,North Dakota,ND,Emmons,Donald Trump,republican,1677.0,1981,84.65421504290762
46446,2016,North Dakota,ND,Foster,Donald Trump,republican,1241.0,1719,72.19313554392089
46449,2016,North Dakota,ND,Golden Valley,Donald Trump,republican,796.0,957,83.17659352142111
46452,2016,North Dakota,ND,Grand Forks,Donald Trump,republican,16340.0,30365,53.811954552939234
46455,2016,North Dakota,ND,Grant,Donald Trump,republican,1108.0,1381,80.23171614771904
46458,2016,North Dakota,ND,Griggs,Donald Trump,republican,847.0,1265,66.95652173913044
46461,2016,North Dakota,ND,Hettinger,Donald Trump,republican,1050.0,1296,81.01851851851852
46464,2016,North Dakota,ND,Kidder,Donald Trump,republican,1111.0,1376,80.74127906976744
46467,2016,North Dakota,ND,LaMoure,Donald Trump,republican,1481.0,2151,68.85169688516969
46470,2016,North Dakota,ND,Logan,Donald Trump,republican,888.0,1067,83.22399250234301
46473,2016,North Dakota,ND,McHenry,Donald Trump,republican,2050.0,2820,72.69503546099291
46476,2016,North Dakota,ND,McIntosh,Donald Trump,republican,1100.0,1446,76.07192254495159
46479,2016,North Dakota,ND,McKenzie,Donald Trump,republican,3670.0,4672,78.55308219178082
46482,2016,North Dakota,ND,McLean,Donald Trump,republican,3860.0,5315,72.62464722483537
46485,2016,North Dakota,ND,Mercer,Donald Trump,republican,3759.0,4682,80.28620247757368
46488,2016,North Dakota,ND,Morton,Donald Trump,republican,11336.0,15832,71.60181910055584
46491,2016,North Dakota,ND,Mountrail,Donald Trump,republican,2582.0,4106,62.88358499756453
46494,2016,North Dakota,ND,Nelson,Donald Trump,republican,1025.0,1717,59.69714618520675
46497,2016,North Dakota,ND,Oliver,Donald Trump,republican,830.0,1017,81.61258603736479
46500,2016,North Dakota,ND,Pembina,Donald Trump,republican,2208.0,3153,70.02854424357756
46503,2016,North Dakota,ND,Pierce,Donald Trump,republican,1437.0,2071,69.38676967648479
46506,2016,North Dakota,ND,Ramsey,Donald Trump,republican,3217.0,5305,60.640904806786054
46509,2016,North Dakota,ND,Ransom,Donald Trump,republican,1210.0,2359,51.29292072912251
46512,2016,North Dakota,ND,Renville,Donald Trump,republican,993.0,1293,76.79814385150812
46515,2016,North Dakota,ND,Richland,Donald Trump,republican,4767.0,7592,62.78977871443625
46518,2016,North Dakota,ND,Rolette,Donald Trump,republican,1217.0,3755,32.41011984021305
46521,2016,North Dakota,ND,Sargent,Donald Trump,republican,1088.0,1997,54.481722583875815
