,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_republican
47367,2016,Rhode Island,RI,Kent,Donald Trump,republican,38336.0,82053,46.721021778606506
47370,2016,Rhode Island,RI,Newport,Donald Trump,republican,15077.0,41045,36.73285418443172
47373,2016,Rhode Island,RI,Providence,Donald Trump,republican,90882.0,248474,36.57606027189967
47376,2016,Rhode Island,RI,Washington,Donald Trump,republican,27230.0,66369,41.02819087224457
47379,2016,South Carolina,SC,Abbeville,Donald Trump,republican,6763.0,10775,62.76566125290023
47382,2016,South Carolina,SC,Aiken,Donald Trump,republican,46025.0,74851,61.488824464603006
47385,2016,South Carolina,SC,Allendale,Donald Trump,republican,789.0,3592,21.965478841870826
47388,2016,South Carolina,SC,Anderson,Donald Trump,republican,56232.0,80483,69.86817091808209
47391,2016,South Carolina,SC,Bamberg,Donald Trump,republican,2204.0,6214,35.46829739298359
47394,2016,South Carolina,SC,Barnwell,Donald Trump,republican,4889.0,9485,51.54454401686874
47397,2016,South Carolina,SC,Beaufort,Donald Trump,republican,42922.0,78524,54.66099536447455
47400,2016,South Carolina,SC,Berkeley,Donald Trump,republican,44587.0,79517,56.072286429316996
47403,2016,South Carolina,SC,Calhoun,Donald Trump,republican,3787.0,7549,50.16558484567493
47406,2016,South Carolina,SC,Charleston,Donald Trump,republican,75443.0,176345,42.78147948623437
47409,2016,South Carolina,SC,Cherokee,Donald Trump,republican,15167.0,21759,69.70449009605221
47412,2016,South Carolina,SC,Chester,Donald Trump,republican,7265.0,14192,51.19081172491544
47415,2016,South Carolina,SC,Chesterfield,Donald Trump,republican,9312.0,16581,56.16066582232676
47418,2016,South Carolina,SC,Clarendon,Donald Trump,republican,7386.0,15395,47.97661578434557
47421,2016,South Carolina,SC,Colleton,Donald Trump,republican,9091.0,17251,52.698394295982844
47424,2016,South Carolina,SC,Darlington,Donald Trump,republican,14989.0,29674,50.51223293118555
47427,2016,South Carolina,SC,Dillon,Donald Trump,republican,5637.0,11698,48.18772439733288
47430,2016,South Carolina,SC,Dorchester,Donald Trump,republican,34987.0,62567,55.91925455911263
47433,2016,South Carolina,SC,Edgefield,Donald Trump,republican,6842.0,11644,58.75987633115768
47436,2016,South Carolina,SC,Fairfield,Donald Trump,republican,4027.0,11267,35.741546108103314
47439,2016,South Carolina,SC,Florence,Donald Trump,republican,29573.0,57931,51.048661338488884
47442,2016,South Carolina,SC,Georgetown,Donald Trump,republican,17389.0,31657,54.929399500900274
47445,2016,South Carolina,SC,Greenville,Donald Trump,republican,127832.0,215165,59.41114958287825
47448,2016,South Carolina,SC,Greenwood,Donald Trump,republican,16961.0,28763,58.96811876368946
47451,2016,South Carolina,SC,Hampton,Donald Trump,republican,3488.0,8806,39.609357256416075
47454,2016,South Carolina,SC,Horry,Donald Trump,republican,89288.0,132920,67.17424014444778
47457,2016,South Carolina,SC,Jasper,Donald Trump,republican,5187.0,11427,45.39249146757679
47460,2016,South Carolina,SC,Kershaw,Donald Trump,republican,17542.0,28995,60.50008622176237
47463,2016,South Carolina,SC,Lancaster,Donald Trump,republican,23719.0,38938,60.91478761107402
47466,2016,South Carolina,SC,Laurens,Donald Trump,republican,16816.0,26566,63.29895354964993
47469,2016,South Carolina,SC,Lee,Donald Trump,republican,2803.0,8156,34.367336929867584
47472,2016,South Carolina,SC,Lexington,Donald Trump,republican,80026.0,122093,65.545117246689
47475,2016,South Carolina,SC,McCormick,Donald Trump,republican,2652.0,5216,50.84355828220859
47478,2016,South Carolina,SC,Marion,Donald Trump,republican,5444.0,14276,38.13393107312973
47481,2016,South Carolina,SC,Marlboro,Donald Trump,republican,4267.0,10389,41.07228799691982
47484,2016,South Carolina,SC,Newberry,Donald Trump,republican,10017.0,16807,59.600166597251146
47487,2016,South Carolina,SC,Oconee,Donald Trump,republican,24178.0,33635,71.88345473465141
47490,2016,South Carolina,SC,Orangeburg,Donald Trump,republican,11931.0,38910,30.66306861989206
47493,2016,South Carolina,SC,Pickens,Donald Trump,republican,36236.0,49049,73.87714326489836
47496,2016,South Carolina,SC,Richland,Donald Trump,republican,52469.0,168722,31.097900688706865
47499,2016,South Carolina,SC,Saluda,Donald Trump,republican,5526.0,8564,64.52592246613732
47502,2016,South Carolina,SC,Spartanburg,Donald Trump,republican,76277.0,121090,62.99198942935007
47505,2016,South Carolina,SC,Sumter,Donald Trump,republican,18745.0,44086,42.519167082520525
47508,2016,South Carolina,SC,Union,Donald Trump,republican,7061.0,12092,58.39397949057228
47511,2016,South Carolina,SC,Williamsburg,Donald Trump,republican,4864.0,15054,32.310349408795005
47514,2016,South Carolina,SC,York,Donald Trump,republican,66754.0,114357,58.37333962940616
47517,2016,South Dakota,SD,Aurora,Donald Trump,republican,974.0,1407,69.22530206112296
47520,2016,South Dakota,SD,Beadle,Donald Trump,republican,4455.0,6772,65.78558771411696
47523,2016,South Dakota,SD,Bennett,Donald Trump,republican,666.0,1149,57.96344647519582
47526,2016,South Dakota,SD,Bon Homme,Donald Trump,republican,2105.0,2974,70.78009414929389
47529,2016,South Dakota,SD,Brookings,Donald Trump,republican,6748.0,12680,53.217665615141954
47532,2016,South Dakota,SD,Brown,Donald Trump,republican,9613.0,16114,59.6561995780067
47535,2016,South Dakota,SD,Brule,Donald Trump,republican,1565.0,2288,68.40034965034964
47538,2016,South Dakota,SD,Buffalo,Donald Trump,republican,171.0,490,34.89795918367347
47541,2016,South Dakota,SD,Butte,Donald Trump,republican,3357.0,4351,77.15467708572741
47544,2016,South Dakota,SD,Campbell,Donald Trump,republican,704.0,831,84.71720818291215
47547,2016,South Dakota,SD,Charles Mix,Donald Trump,republican,2382.0,3433,69.38537722108943
47550,2016,South Dakota,SD,Clark,Donald Trump,republican,1139.0,1657,68.73868436934218
47553,2016,South Dakota,SD,Clay,Donald Trump,republican,2109.0,5069,41.605839416058394
47556,2016,South Dakota,SD,Codington,Donald Trump,republican,7764.0,11669,66.53526437569629
47559,2016,South Dakota,SD,Corson,Donald Trump,republican,588.0,1175,50.04255319148936
47562,2016,South Dakota,SD,Custer,Donald Trump,republican,3293.0,4721,69.75217115018005
47565,2016,South Dakota,SD,Davison,Donald Trump,republican,5157.0,7952,64.85160965794769
47568,2016,South Dakota,SD,Day,Donald Trump,republican,1627.0,2747,59.228248998907894
47571,2016,South Dakota,SD,Deuel,Donald Trump,republican,1366.0,2080,65.67307692307692
47574,2016,South Dakota,SD,Dewey,Donald Trump,republican,723.0,1708,42.33021077283372
47577,2016,South Dakota,SD,Douglas,Donald Trump,republican,1338.0,1605,83.3644859813084
47580,2016,South Dakota,SD,Edmunds,Donald Trump,republican,1433.0,1918,74.71324296141815
47583,2016,South Dakota,SD,Fall River,Donald Trump,republican,2511.0,3563,70.47431939376929
47586,2016,South Dakota,SD,Faulk,Donald Trump,republican,858.0,1118,76.74418604651163
47589,2016,South Dakota,SD,Grant,Donald Trump,republican,2382.0,3564,66.83501683501683
47592,2016,South Dakota,SD,Gregory,Donald Trump,republican,1600.0,2091,76.51841224294596
47595,2016,South Dakota,SD,Haakon,Donald Trump,republican,936.0,1044,89.65517241379311
47598,2016,South Dakota,SD,Hamlin,Donald Trump,republican,2051.0,2762,74.25778421433745
47601,2016,South Dakota,SD,Hand,Donald Trump,republican,1391.0,1818,76.51265126512651
47604,2016,South Dakota,SD,Hanson,Donald Trump,republican,1497.0,2006,74.6261216350947
47607,2016,South Dakota,SD,Harding,Donald Trump,republican,695.0,770,90.25974025974025
47610,2016,South Dakota,SD,Hughes,Donald Trump,republican,5174.0,8175,63.29051987767584
47613,2016,South Dakota,SD,Hutchinson,Donald Trump,republican,2517.0,3365,74.79940564635959
47616,2016,South Dakota,SD,Hyde,Donald Trump,republican,543.0,690,78.69565217391305
47619,2016,South Dakota,SD,Jackson,Donald Trump,republican,722.0,1095,65.93607305936074
47622,2016,South Dakota,SD,Jerauld,Donald Trump,republican,648.0,967,67.01137538779732
47625,2016,South Dakota,SD,Jones,Donald Trump,republican,450.0,558,80.64516129032258
47628,2016,South Dakota,SD,Kingsbury,Donald Trump,republican,1680.0,2551,65.85652685221481
47631,2016,South Dakota,SD,Lake,Donald Trump,republican,4038.0,6786,59.50486295313881
47634,2016,South Dakota,SD,Lawrence,Donald Trump,republican,7411.0,11842,62.58233406519169
47637,2016,South Dakota,SD,Lincoln,Donald Trump,republican,15499.0,25231,61.42840156949784
47640,2016,South Dakota,SD,Lyman,Donald Trump,republican,977.0,1421,68.75439831104856
47643,2016,South Dakota,SD,McCook,Donald Trump,republican,1794.0,2587,69.34673366834171
47646,2016,South Dakota,SD,McPherson,Donald Trump,republican,892.0,1137,78.45206684256816
47649,2016,South Dakota,SD,Marshall,Donald Trump,republican,1056.0,1947,54.23728813559322
47652,2016,South Dakota,SD,Meade,Donald Trump,republican,8441.0,11621,72.63574563290595
47655,2016,South Dakota,SD,Mellette,Donald Trump,republican,402.0,683,58.85797950219619
47658,2016,South Dakota,SD,Miner,Donald Trump,republican,706.0,1064,66.35338345864662
47661,2016,South Dakota,SD,Minnehaha,Donald Trump,republican,42043.0,78263,53.72014872928459
47664,2016,South Dakota,SD,Moody,Donald Trump,republican,1731.0,2933,59.01807023525401
47667,2016,South Dakota,SD,Pennington,Donald Trump,republican,29804.0,47743,62.42590536832625
47670,2016,South Dakota,SD,Perkins,Donald Trump,republican,1333.0,1606,83.00124533001245
47673,2016,South Dakota,SD,Potter,Donald Trump,republican,1071.0,1337,80.10471204188482
47676,2016,South Dakota,SD,Roberts,Donald Trump,republican,2144.0,3889,55.12985343275907
47679,2016,South Dakota,SD,Sanborn,Donald Trump,republican,819.0,1123,72.92965271593945
47682,2016,South Dakota,SD,Oglala Lakota,Donald Trump,republican,241.0,2905,8.296041308089501
47685,2016,South Dakota,SD,Spink,Donald Trump,republican,1854.0,2951,62.826160623517445
47688,2016,South Dakota,SD,Stanley,Donald Trump,republican,1148.0,1567,73.2610082961072
47691,2016,South Dakota,SD,Sully,Donald Trump,republican,679.0,861,78.86178861788618
47694,2016,South Dakota,SD,Todd,Donald Trump,republican,487.0,2125,22.91764705882353
47697,2016,South Dakota,SD,Tripp,Donald Trump,republican,2069.0,2630,78.66920152091255
47700,2016,South Dakota,SD,Turner,Donald Trump,republican,2937.0,4150,70.7710843373494
47703,2016,South Dakota,SD,Union,Donald Trump,republican,5290.0,7897,66.98746359376979
47706,2016,South Dakota,SD,Walworth,Donald Trump,republican,1896.0,2477,76.54420670165523
47709,2016,South Dakota,SD,Yankton,Donald Trump,republican,5659.0,9623,58.807024836329624
47712,2016,South Dakota,SD,Ziebach,Donald Trump,republican,368.0,767,47.979139504563236
47715,2016,Tennessee,TN,Anderson,Donald Trump,republican,19212.0,29881,64.29503698002075
47718,2016,Tennessee,TN,Bedford,Donald Trump,republican,11486.0,15355,74.80299576685118
47721,2016,Tennessee,TN,Benton,Donald Trump,republican,4716.0,6328,74.52591656131479
47724,2016,Tennessee,TN,Bledsoe,Donald Trump,republican,3622.0,4664,77.65866209262435
47727,2016,Tennessee,TN,Blount,Donald Trump,republican,37443.0,52208,71.71889365614466
47730,2016,Tennessee,TN,Bradley,Donald Trump,republican,29768.0,38666,76.9875342678322
47733,2016,Tennessee,TN,Campbell,Donald Trump,republican,9870.0,12532,78.75837855090967
47736,2016,Tennessee,TN,Cannon,Donald Trump,republican,4007.0,5314,75.40459164471208
47739,2016,Tennessee,TN,Carroll,Donald Trump,republican,7756.0,10384,74.69183359013869
47742,2016,Tennessee,TN,Carter,Donald Trump,republican,16898.0,21084,80.1460823373174
47745,2016,Tennessee,TN,Cheatham,Donald Trump,republican,11297.0,15924,70.94323034413465
47748,2016,Tennessee,TN,Chester,Donald Trump,republican,5081.0,6507,78.0851390809897
47751,2016,Tennessee,TN,Claiborne,Donald Trump,republican,8602.0,10740,80.09310986964618
47754,2016,Tennessee,TN,Clay,Donald Trump,republican,2141.0,2920,73.32191780821918
47757,2016,Tennessee,TN,Cocke,Donald Trump,republican,9791.0,12126,80.74385617681016
47760,2016,Tennessee,TN,Coffee,Donald Trump,republican,14417.0,19971,72.18967502879174
47763,2016,Tennessee,TN,Crockett,Donald Trump,republican,3982.0,5397,73.78173059106912
47766,2016,Tennessee,TN,Cumberland,Donald Trump,republican,20413.0,26360,77.4393019726859
47769,2016,Tennessee,TN,Davidson,Donald Trump,republican,84550.0,249068,33.94655274864696
47772,2016,Tennessee,TN,Decatur,Donald Trump,republican,3588.0,4592,78.13588850174216
47775,2016,Tennessee,TN,DeKalb,Donald Trump,republican,5171.0,6955,74.34938892882819
47778,2016,Tennessee,TN,Dickson,Donald Trump,republican,13233.0,18699,70.76849029359859
47781,2016,Tennessee,TN,Dyer,Donald Trump,republican,10180.0,13336,76.33473305338933
47784,2016,Tennessee,TN,Fayette,Donald Trump,republican,13055.0,19394,67.31463339177066
47787,2016,Tennessee,TN,Fentress,Donald Trump,republican,6038.0,7333,82.34010636847128
47790,2016,Tennessee,TN,Franklin,Donald Trump,republican,11532.0,16404,70.29992684711046
47793,2016,Tennessee,TN,Gibson,Donald Trump,republican,13786.0,19547,70.52744666700772
47796,2016,Tennessee,TN,Giles,Donald Trump,republican,7970.0,11137,71.56325760976924
47799,2016,Tennessee,TN,Grainger,Donald Trump,republican,6626.0,8008,82.74225774225773
47802,2016,Tennessee,TN,Greene,Donald Trump,republican,18562.0,23583,78.7092397065683
47805,2016,Tennessee,TN,Grundy,Donald Trump,republican,3636.0,4763,76.3384421583036
47808,2016,Tennessee,TN,Hamblen,Donald Trump,republican,15857.0,20692,76.63348153875894
47811,2016,Tennessee,TN,Hamilton,Donald Trump,republican,78733.0,142408,55.28692208302905
47814,2016,Tennessee,TN,Hancock,Donald Trump,republican,1843.0,2231,82.6086956521739
47817,2016,Tennessee,TN,Hardeman,Donald Trump,republican,4919.0,9273,53.046479025126715
47820,2016,Tennessee,TN,Hardin,Donald Trump,republican,8012.0,9949,80.53070660367877
47823,2016,Tennessee,TN,Hawkins,Donald Trump,republican,16648.0,20774,80.13863483200154
47826,2016,Tennessee,TN,Haywood,Donald Trump,republican,3013.0,6834,44.08838162130524
47829,2016,Tennessee,TN,Henderson,Donald Trump,republican,8138.0,10217,79.6515611236175
47832,2016,Tennessee,TN,Henry,Donald Trump,republican,9508.0,12945,73.44920818848976
47835,2016,Tennessee,TN,Hickman,Donald Trump,republican,5695.0,7813,72.89133495456291
47838,2016,Tennessee,TN,Houston,Donald Trump,republican,2182.0,3168,68.87626262626263
47841,2016,Tennessee,TN,Humphreys,Donald Trump,republican,4930.0,7153,68.92213057458409
47844,2016,Tennessee,TN,Jackson,Donald Trump,republican,3236.0,4466,72.45857590685178
47847,2016,Tennessee,TN,Jefferson,Donald Trump,republican,14776.0,19072,77.4748322147651
47850,2016,Tennessee,TN,Johnson,Donald Trump,republican,5410.0,6579,82.23134214926282
47853,2016,Tennessee,TN,Knox,Donald Trump,republican,105767.0,180697,58.53279246473379
47856,2016,Tennessee,TN,Lake,Donald Trump,republican,1357.0,1970,68.88324873096447
47859,2016,Tennessee,TN,Lauderdale,Donald Trump,republican,4884.0,8087,60.39322369234574
47862,2016,Tennessee,TN,Lawrence,Donald Trump,republican,12420.0,15666,79.27996936039831
47865,2016,Tennessee,TN,Lewis,Donald Trump,republican,3585.0,4622,77.56382518390306
47868,2016,Tennessee,TN,Lincoln,Donald Trump,republican,10398.0,13348,77.89931075816602
47871,2016,Tennessee,TN,Loudon,Donald Trump,republican,17610.0,23391,75.28536616647429
47874,2016,Tennessee,TN,McMinn,Donald Trump,republican,14691.0,18755,78.33111170354572
47877,2016,Tennessee,TN,McNairy,Donald Trump,republican,7841.0,10038,78.11316995417414
47880,2016,Tennessee,TN,Macon,Donald Trump,republican,6263.0,7504,83.46215351812367
47883,2016,Tennessee,TN,Madison,Donald Trump,republican,21335.0,38120,55.96799580272823
47886,2016,Tennessee,TN,Marion,Donald Trump,republican,7696.0,10862,70.8525133492911
47889,2016,Tennessee,TN,Marshall,Donald Trump,republican,8184.0,11455,71.44478393714535
47892,2016,Tennessee,TN,Maury,Donald Trump,republican,23799.0,35369,67.28773784952925
47895,2016,Tennessee,TN,Meigs,Donald Trump,republican,3342.0,4320,77.36111111111111
47898,2016,Tennessee,TN,Monroe,Donald Trump,republican,13374.0,17093,78.2425554320482
47901,2016,Tennessee,TN,Montgomery,Donald Trump,republican,32341.0,57620,56.128080527594584
47904,2016,Tennessee,TN,Moore,Donald Trump,republican,2325.0,2926,79.46001367053998
47907,2016,Tennessee,TN,Morgan,Donald Trump,republican,5441.0,6705,81.14839671886652
47910,2016,Tennessee,TN,Obion,Donald Trump,republican,9526.0,12249,77.76961384602825
47913,2016,Tennessee,TN,Overton,Donald Trump,republican,6059.0,8229,73.62984566776036
47916,2016,Tennessee,TN,Perry,Donald Trump,republican,2167.0,2855,75.90192644483362
47919,2016,Tennessee,TN,Pickett,Donald Trump,republican,2021.0,2615,77.2848948374761
47922,2016,Tennessee,TN,Polk,Donald Trump,republican,5097.0,6520,78.17484662576688
47925,2016,Tennessee,TN,Putnam,Donald Trump,republican,19002.0,27212,69.82948699103336
47928,2016,Tennessee,TN,Rhea,Donald Trump,republican,8660.0,11062,78.2860242270837
47931,2016,Tennessee,TN,Roane,Donald Trump,republican,15880.0,21669,73.28441552448199
47934,2016,Tennessee,TN,Robertson,Donald Trump,republican,19410.0,27113,71.58927451775901
47937,2016,Tennessee,TN,Rutherford,Donald Trump,republican,64515.0,107436,60.04970400982911
47940,2016,Tennessee,TN,Scott,Donald Trump,republican,6044.0,7123,84.85188824933316
47943,2016,Tennessee,TN,Sequatchie,Donald Trump,republican,4441.0,5694,77.99438004917457
47946,2016,Tennessee,TN,Sevier,Donald Trump,republican,28629.0,36312,78.8417052214144
47949,2016,Tennessee,TN,Shelby,Donald Trump,republican,116344.0,337383,34.48425083658631
47952,2016,Tennessee,TN,Smith,Donald Trump,republican,5494.0,7436,73.88380849919312
47955,2016,Tennessee,TN,Stewart,Donald Trump,republican,3864.0,5299,72.91941875825627
47958,2016,Tennessee,TN,Sullivan,Donald Trump,republican,46979.0,62278,75.43434278557436
47961,2016,Tennessee,TN,Sumner,Donald Trump,republican,50129.0,71505,70.10558702188658
47964,2016,Tennessee,TN,Tipton,Donald Trump,republican,16910.0,23481,72.01567224564542
47967,2016,Tennessee,TN,Trousdale,Donald Trump,republican,2103.0,3160,66.5506329113924
47970,2016,Tennessee,TN,Unicoi,Donald Trump,republican,5671.0,7195,78.81862404447533
47973,2016,Tennessee,TN,Union,Donald Trump,republican,5053.0,6247,80.88682567632463
47976,2016,Tennessee,TN,Van Buren,Donald Trump,republican,1820.0,2419,75.23770152955767
47979,2016,Tennessee,TN,Warren,Donald Trump,republican,9540.0,13612,70.0852189244784
47982,2016,Tennessee,TN,Washington,Donald Trump,republican,34252.0,49750,68.84824120603015
47985,2016,Tennessee,TN,Wayne,Donald Trump,republican,5036.0,5857,85.98258494109614
47988,2016,Tennessee,TN,Weakley,Donald Trump,republican,9008.0,12184,73.93302692055155
47991,2016,Tennessee,TN,White,Donald Trump,republican,7671.0,9825,78.07633587786259
47994,2016,Tennessee,TN,Williamson,Donald Trump,republican,68212.0,106271,64.18684307101655
47997,2016,Tennessee,TN,Wilson,Donald Trump,republican,39406.0,56734,69.45746818486269
48000,2016,Texas,TX,Anderson,Donald Trump,republican,13201.0,16977,77.75814337044237
48003,2016,Texas,TX,Andrews,Donald Trump,republican,3927.0,4943,79.44568076067165
48006,2016,Texas,TX,Angelina,Donald Trump,republican,21668.0,29911,72.44157667747652
48009,2016,Texas,TX,Aransas,Donald Trump,republican,7740.0,10512,73.63013698630137
48012,2016,Texas,TX,Archer,Donald Trump,republican,3786.0,4283,88.39598412327807
48015,2016,Texas,TX,Armstrong,Donald Trump,republican,924.0,1021,90.49951028403525
48018,2016,Texas,TX,Atascosa,Donald Trump,republican,8618.0,13673,63.02932787244935
48021,2016,Texas,TX,Austin,Donald Trump,republican,9637.0,12274,78.51556134919342
48024,2016,Texas,TX,Bailey,Donald Trump,republican,1344.0,1793,74.95817066369213
48027,2016,Texas,TX,Bandera,Donald Trump,republican,8163.0,10218,79.88843217850852
48030,2016,Texas,TX,Bastrop,Donald Trump,republican,16328.0,28454,57.383847613692275
48033,2016,Texas,TX,Baylor,Donald Trump,republican,1267.0,1499,84.52301534356238
48036,2016,Texas,TX,Bee,Donald Trump,republican,4744.0,8485,55.9104301708898
48039,2016,Texas,TX,Bell,Donald Trump,republican,51998.0,94994,54.738193991199445
48042,2016,Texas,TX,Bexar,Donald Trump,republican,240333.0,589645,40.75893122132809
48045,2016,Texas,TX,Blanco,Donald Trump,republican,4212.0,5685,74.08970976253299
48048,2016,Texas,TX,Borden,Donald Trump,republican,330.0,365,90.41095890410958
48051,2016,Texas,TX,Bosque,Donald Trump,republican,6339.0,7838,80.87522327124267
48054,2016,Texas,TX,Bowie,Donald Trump,republican,24924.0,34602,72.03051846714062
48057,2016,Texas,TX,Brazoria,Donald Trump,republican,72791.0,121181,60.067997458347435
48060,2016,Texas,TX,Brazos,Donald Trump,republican,38738.0,67211,57.63639880376724
48063,2016,Texas,TX,Brewster,Donald Trump,republican,2077.0,4252,48.84760112888053
48066,2016,Texas,TX,Briscoe,Donald Trump,republican,625.0,736,84.91847826086956
48069,2016,Texas,TX,Brooks,Donald Trump,republican,613.0,2596,23.613251155624038
48072,2016,Texas,TX,Brown,Donald Trump,republican,12017.0,14026,85.67660059888777
48075,2016,Texas,TX,Burleson,Donald Trump,republican,5316.0,6960,76.37931034482759
48078,2016,Texas,TX,Burnet,Donald Trump,republican,14638.0,19204,76.22370339512602
48081,2016,Texas,TX,Caldwell,Donald Trump,republican,6691.0,12092,55.33410519351637
48084,2016,Texas,TX,Calhoun,Donald Trump,republican,4638.0,6965,66.59009332376166
48087,2016,Texas,TX,Callahan,Donald Trump,republican,4865.0,5579,87.20200752823087
48090,2016,Texas,TX,Cameron,Donald Trump,republican,29472.0,92079,32.00729808099567
48093,2016,Texas,TX,Camp,Donald Trump,republican,3201.0,4542,70.47556142668428
48096,2016,Texas,TX,Carson,Donald Trump,republican,2620.0,2964,88.39406207827261
48099,2016,Texas,TX,Cass,Donald Trump,republican,9726.0,12344,78.79131561892417
48102,2016,Texas,TX,Castro,Donald Trump,republican,1414.0,1997,70.80620931397095
48105,2016,Texas,TX,Chambers,Donald Trump,republican,13339.0,16786,79.46503038246158
48108,2016,Texas,TX,Cherokee,Donald Trump,republican,12919.0,16790,76.9446098868374
48111,2016,Texas,TX,Childress,Donald Trump,republican,1802.0,2084,86.468330134357
48114,2016,Texas,TX,Clay,Donald Trump,republican,4377.0,5018,87.22598644878438
48117,2016,Texas,TX,Cochran,Donald Trump,republican,679.0,901,75.3607103218646
48120,2016,Texas,TX,Coke,Donald Trump,republican,1265.0,1423,88.89669711876319
48123,2016,Texas,TX,Coleman,Donald Trump,republican,3177.0,3643,87.2083447707933
48126,2016,Texas,TX,Collin,Donald Trump,republican,201014.0,361419,55.61799462673518
48129,2016,Texas,TX,Collingsworth,Donald Trump,republican,983.0,1156,85.03460207612457
48132,2016,Texas,TX,Colorado,Donald Trump,republican,6325.0,8513,74.29813226829555
48135,2016,Texas,TX,Comal,Donald Trump,republican,45136.0,62178,72.59159188137284
48138,2016,Texas,TX,Comanche,Donald Trump,republican,4333.0,5237,82.73820889822417
48141,2016,Texas,TX,Concho,Donald Trump,republican,885.0,1068,82.86516853932584
48144,2016,Texas,TX,Cooke,Donald Trump,republican,13181.0,15955,82.61360075211532
48147,2016,Texas,TX,Coryell,Donald Trump,republican,12225.0,18253,66.97529173286583
48150,2016,Texas,TX,Cottle,Donald Trump,republican,506.0,612,82.6797385620915
48153,2016,Texas,TX,Crane,Donald Trump,republican,1049.0,1384,75.79479768786128
48156,2016,Texas,TX,Crockett,Donald Trump,republican,980.0,1395,70.25089605734766
48159,2016,Texas,TX,Crosby,Donald Trump,republican,1181.0,1728,68.3449074074074
48162,2016,Texas,TX,Culberson,Donald Trump,republican,280.0,767,36.50586701434159
48165,2016,Texas,TX,Dallam,Donald Trump,republican,1261.0,1544,81.67098445595855
48168,2016,Texas,TX,Dallas,Donald Trump,republican,262945.0,758973,34.64484243840032
48171,2016,Texas,TX,Dawson,Donald Trump,republican,2636.0,3563,73.98259893348302
48174,2016,Texas,TX,Deaf Smith,Donald Trump,republican,2911.0,4216,69.04648956356736
48177,2016,Texas,TX,Delta,Donald Trump,republican,1836.0,2281,80.49101271372206
48180,2016,Texas,TX,Denton,Donald Trump,republican,170603.0,298645,57.125684340939905
48183,2016,Texas,TX,Dewitt,Donald Trump,republican,5519.0,6844,80.63997662185857
48186,2016,Texas,TX,Dickens,Donald Trump,republican,755.0,909,83.05830583058305
48189,2016,Texas,TX,Dimmit,Donald Trump,republican,974.0,3225,30.2015503875969
48192,2016,Texas,TX,Donley,Donald Trump,republican,1225.0,1465,83.61774744027304
48195,2016,Texas,TX,Duval,Donald Trump,republican,1316.0,4168,31.573896353166987
48198,2016,Texas,TX,Eastland,Donald Trump,republican,6011.0,6963,86.32773229929627
48201,2016,Texas,TX,Ector,Donald Trump,republican,25020.0,36530,68.49165069805639
48204,2016,Texas,TX,Edwards,Donald Trump,republican,746.0,1073,69.52469711090401
48207,2016,Texas,TX,Ellis,Donald Trump,republican,44941.0,63673,70.5809369748559
48210,2016,Texas,TX,El Paso,Donald Trump,republican,55512.0,214008,25.93921722552428
48213,2016,Texas,TX,Erath,Donald Trump,republican,11210.0,13893,80.68811631757
48216,2016,Texas,TX,Falls,Donald Trump,republican,3441.0,5248,65.56783536585365
48219,2016,Texas,TX,Fannin,Donald Trump,republican,9548.0,12044,79.27598804383925
48222,2016,Texas,TX,Fayette,Donald Trump,republican,8743.0,11174,78.24413817791302
48225,2016,Texas,TX,Fisher,Donald Trump,republican,1265.0,1729,73.16367842683633
48228,2016,Texas,TX,Floyd,Donald Trump,republican,1474.0,1959,75.24247064828994
48231,2016,Texas,TX,Foard,Donald Trump,republican,383.0,513,74.6588693957115
48234,2016,Texas,TX,Fort Bend,Donald Trump,republican,117291.0,262066,44.75628276846291
48237,2016,Texas,TX,Franklin,Donald Trump,republican,3585.0,4380,81.84931506849315
48240,2016,Texas,TX,Freestone,Donald Trump,republican,6026.0,7684,78.42269651223322
48243,2016,Texas,TX,Frio,Donald Trump,republican,1856.0,4400,42.18181818181818
48246,2016,Texas,TX,Gaines,Donald Trump,republican,3907.0,4620,84.56709956709958
48249,2016,Texas,TX,Galveston,Donald Trump,republican,73757.0,122903,60.012367476790644
48252,2016,Texas,TX,Garza,Donald Trump,republican,1225.0,1484,82.54716981132076
48255,2016,Texas,TX,Gillespie,Donald Trump,republican,10446.0,13214,79.05252005448766
48258,2016,Texas,TX,Glasscock,Donald Trump,republican,553.0,604,91.55629139072848
48261,2016,Texas,TX,Goliad,Donald Trump,republican,2620.0,3708,70.65803667745415
48264,2016,Texas,TX,Gonzales,Donald Trump,republican,4587.0,6334,72.41869276918219
48267,2016,Texas,TX,Gray,Donald Trump,republican,6500.0,7405,87.77852802160703
48270,2016,Texas,TX,Grayson,Donald Trump,republican,35325.0,47416,74.5001687194196
48273,2016,Texas,TX,Gregg,Donald Trump,republican,28764.0,41749,68.89745862176339
48276,2016,Texas,TX,Grimes,Donald Trump,republican,7065.0,9533,74.11098290150005
48279,2016,Texas,TX,Guadalupe,Donald Trump,republican,36632.0,57822,63.35304901248659
48282,2016,Texas,TX,Hale,Donald Trump,republican,6366.0,8858,71.86723865432377
48285,2016,Texas,TX,Hall,Donald Trump,republican,893.0,1091,81.85151237396883
48288,2016,Texas,TX,Hamilton,Donald Trump,republican,3060.0,3620,84.5303867403315
48291,2016,Texas,TX,Hansford,Donald Trump,republican,1730.0,1947,88.85464817668208
